id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
32719,"Omega
Stoppuhr Ref. MG 6351 + Ref. MG 6301 und 2x Omega Halter W 1732 Full Set aus 1973+1967","$3,415",Omega,,,,,,1967 (Approximation),Good,,65 mm,
4439,"Tudor Black Bay
Heritage Blue","$3,226",Tudor,Black Bay,79220B,,,,Unknown,Good,Men's watch/Unisex,41 mm,
1850,"Longines HydroConquest
L3.781.3.98.7","$2,117",Longines,HydroConquest,L3.781.3.98.7,Automatic,Steel,Gold/Steel,2023,New,Men's watch/Unisex,,
7061,"Cartier Tank
2405","$4,185",Cartier,Tank,2405,,,,1999 (Approximation),Very good,Men's watch/Unisex,24 x 38 mm,
11484,"Cartier Calibre de Cartier Chronograph
Automatik Ref. 3578 W7100045","$5,134",Cartier,Calibre de Cartier Chronograph,,Automatic,Steel,Crocodile skin,2013,Very good,Men's watch/Unisex,42 mm,
4393,"Omega Seamaster Diver 300 M
007 Edition 42mm","$9,531",Omega,Seamaster Diver 300 M,210.92.42.20.01.001,Automatic,Titanium,Textile,2023,Unworn,Men's watch/Unisex,42 mm,
9099,"Audemars Piguet Royal Oak Offshore Chronograph
43mm Ceramic 26420CE.OO.A127CR.01","$85,000",Audemars Piguet,Royal Oak Offshore Chronograph,26420CE.OO.A127CR.01,,,,2023,New,Men's watch/Unisex,,
16582,"Seiko GS
SBGM027/9S66-00B0 グランドセイコー GMT デイト 自動巻き メンズ 箱・保証書付き_756576 中古","$2,075",Seiko,,,Automatic,Steel,Steel,Unknown,Fair,Men's watch/Unisex,39 mm,
31649,,"$10,157",Rolex,Datejust 36,116234,,,,2007,,,36 mm,Very good
31782,"Omega Speedmaster Reduced
MOP / Perlmutt Ziffernblatt 35027100 - Zertifikat","$3,477",Omega,Speedmaster Reduced,,Automatic,Steel,Steel,2004 (Approximation),Very good,Men's watch/Unisex,39 mm,
3633,"Panerai Luminor Marina 1950 3 Days Automatic
箱・保証書付き パネライ ルミノールマリーナ 1950 3Days アッチャイオ スモールセコンド PAM01359 自動巻き メンズ_730774 中古","$4,717",Panerai,Luminor Marina 1950 3 Days Automatic,PAM01359,Automatic,Steel,Rubber,Unknown,Fair,Men's watch/Unisex,44 mm,
2017,"Omega Speedmaster Professional Moonwatch
YEAR 2023 - FULL SET - SAPPHIRE","$9,349",Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.002,,,,2023,New,Men's watch/Unisex,42 mm,
