id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
11447,"Omega Speedmaster Professional Moonwatch
Vintage Omega Speedmaster Professional 145.022 from 1984","$6,840",Omega,Speedmaster Professional Moonwatch,145.022-71,Manual winding,Steel,,1984,,,42 mm,
7513,"Breitling Superocean Heritage
Men's AB2030161C1S1 Superocean Heritage II Blue Dial Watch","$5,025",Breitling,Superocean Heritage,AB2030161C1S1,,,,2023,New,Men's watch/Unisex,44 mm,
4256,"Oris Divers Sixty Five
01 733 7707 4053-07 5 20 89","$1,853",Oris,Divers Sixty Five,01 733 7707 4053-07 5 20 89,Automatic,Steel,Leather,2023,New,Men's watch/Unisex,40 mm,
12833,"TAG Heuer Carrera
Calibre 01 New York Limited Edition + Extra Strap Ref. CAR201E","$6,495",TAG Heuer,Carrera,,Automatic,Steel,Rubber,Unknown,New,Men's watch/Unisex,43 mm,
7242,"Patek Philippe Gondolo
Chronometro Gondolo Open Face 54mm Rose Gold Pocket Bolso","$8,437",Patek Philippe,Gondolo,,,,,1907 (Approximation),Good,Men's watch/Unisex,54 mm,
3022,"Oris Rectangular
 01 561 7783-4063 07 5 19 16","$1,853",Oris,Rectangular,01 561 7783-4063 07 5 19 16,Automatic,Steel,Leather,2023,,Men's watch/Unisex,25.5 x 38 mm,
11185,,"$28,213",Rolex,,126284RBR,,,,2023 (Approximation),,,36 mm,Unworn
1876,"Hublot Big Bang
One Click Steel White Pavé 33mm","$17,712",Hublot,Big Bang,485.SE.2010.RW.1604,Automatic,Steel,Rubber,2023,Unworn,Women's watch,33 mm,
4779,"Patek Philippe Calatrava
3919SG-001 Belt not included","$16,089",Patek Philippe,Calatrava,3919SG-001,Manual winding,White gold,Crocodile skin,Unknown,Very good,Men's watch/Unisex,33 mm,
35960,,"$3,799",Rolex,Datejust 36,1603,,,,1970,,,36 mm,Good
10455,,"$6,545",Rolex,Oyster Perpetual 31,67518,,Yellow gold,Leather,1992,,,31 mm,Very good
5570,"Seiko Brightz
SAGA235 - Brightz Quartz Black Dial Titanium Men's Watch",$988,Seiko,,SAGA235,Quartz,Titanium,Titanium,Unknown,Unworn,Men's watch/Unisex,43.2 mm,
2590,"Tudor Ranger
M79950-0002","$2,642",Tudor,Ranger,M79950-0002,Automatic,Steel,Leather,2023,Unworn,Men's watch/Unisex,39 mm,
4613,"Audemars Piguet Royal Oak Dual Time
26120ST anno 2011","$60,713",Audemars Piguet,Royal Oak Dual Time,26120ST.OO.1220ST.03,,,,2011,Very good,Men's watch/Unisex,39 mm,
5367,"Patek Philippe
Genève","$38,536",Patek Philippe,,,,,,1889,Very good,,54 mm,
10553,"TAG Heuer Formula 1 Quartz
Chronograph Box and Papers Boite et Papiers Fullset","$2,059",TAG Heuer,Formula 1 Quartz,CAZ1011.BA0843,Quartz,Steel,Steel,2022,Unworn,Men's watch/Unisex,43 mm,
9210,"Cartier
W1010644 マスト トリニティ ヴェルメイユ クォーツ レディース 757995 中古","$1,458",Cartier,,W1010644,,,,Unknown,Fair,Women's watch,26 mm,
35601,,"$9,530",Rolex,Datejust 31,278240,,Steel,Steel,2023,,,31 mm,New
9916,,"$5,887",Rolex,Datejust Turn-O-Graph,16264,,,,Unknown,,,36 mm,Good
22341,,"$6,771",Rolex,Datejust 31,68273,,Gold/Steel,Gold/Steel,1985 (Approximation),,,31 mm,Very good
41300,,"$29,995",Rolex,Sky-Dweller,326934,,,,2023,,,42 mm,New
14523,"Omega Constellation Day-Date
 Ref.168.016","$1,287",Omega,Constellation Day-Date,168.016,Automatic,Steel,,1969,,,35.2 mm,
38662,"Omega Constellation
18k Rose Gold and Steel 39mm Brown 131.23.39.20.13.001 Leather","$3,999",Omega,Constellation,131.23.39.20.13.001,,,,Unknown,Good,Men's watch/Unisex,39 mm,
6890,"TAG Heuer Monaco Calibre 36
24","$9,197",TAG Heuer,Monaco Calibre 36,CAL5110.FC6265,,,,2011,Very good,Men's watch/Unisex,"40,5 mm",
3428,"Oris Big Crown Pointer Date
Bronze | 40mm","$2,148",Oris,Big Crown Pointer Date,01 754 7741 3166-07 5 20 74BR,,,,2020,New,Men's watch/Unisex,40 mm,
52271,,"$46,000",Rolex,Day-Date 36,118238,,Yellow gold,Yellow gold,Unknown,,,36 mm,Very good
31017,"Omega Genève
Cobra never polished like new","$1,368",Omega,Genève,,,,,Unknown,Very good,Men's watch/Unisex,"42,5 mm",
9730,"Seiko Presage
Uomo SSA426J1 Presage Style 60's Automatico",$558,Seiko,Presage,SSA426J1,Automatic,Steel,Textile,2022,New,Men's watch/Unisex,40.8 mm,
10868,"TAG Heuer Link Lady
Damen Quarz","$2,703",TAG Heuer,Link Lady,WAT1410.BA0954,Quartz,Steel,Steel,2019,Unworn,Women's watch,29 mm,
1753,"Jaeger-LeCoultre Reverso
Classic","$7,798",Jaeger-LeCoultre,Reverso,Q2618140,,,,2023,Unworn,Women's watch,21 mm,
5497,"Tudor Black Bay
79470","$4,301",Tudor,Black Bay,79470,,,,2022,Very good,Men's watch/Unisex,39 mm,
9753,"IWC GST
Chronograph 39mm Titanium Black Automatic Day Date Watch IW3707-03","$3,793",IWC,GST,IW3707-03,Automatic,Steel,Titanium,Unknown,Very good,Men's watch/Unisex,39.7 mm,
18157,"Omega De Ville Prestige
413.25.27.60.08.001","$2,295",Omega,De Ville Prestige,413.25.27.60.08.001,Quartz,Gold/Steel,Gold/Steel,Unknown,New,Women's watch,27 mm,
2877,"Patek Philippe Complications
Ribbon Joaillerie Moonphase 4968R-001","$41,939",Patek Philippe,Complications,4968R-001,Manual winding,Rose gold,Crocodile skin,2016,Very good,,33 mm,
19679,,"$14,670",Rolex,Submariner Date,16610,,Steel,Steel,2007,,,40 mm,Very good
