id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
32719,"Omega
Stoppuhr Ref. MG 6351 + Ref. MG 6301 und 2x Omega Halter W 1732 Full Set aus 1973+1967","$3,415",Omega,,,,,,1967 (Approximation),Good,,65 mm,
4439,"Tudor Black Bay
Heritage Blue","$3,226",Tudor,Black Bay,79220B,,,,Unknown,Good,Men's watch/Unisex,41 mm,
72582,,"$11,783",Rolex,Explorer II,16570,,Steel,Steel,2004,,,40 mm,Unworn
7990,"IWC Portuguese Automatic
Portugieser Black Dial 42.3mm Steel","$6,686",IWC,Portuguese Automatic,IW500109,Automatic,Steel,Leather,Unknown,Very good,Men's watch/Unisex,42.3 mm,
5141,"Jaeger-LeCoultre Rendez-Vous
Night & Day 29mm 3468410","$11,378",Jaeger-LeCoultre,Rendez-Vous,3468410,Automatic,Steel,Crocodile skin,2023,New,Women's watch,29 mm,
10276,"Omega Constellation Quartz
28 mm 131.25.28.60.52.001","$8,709",Omega,Constellation Quartz,131.25.28.60.52.001,Quartz,Steel,Steel,2023,New,Women's watch,28 mm,
8086,"Longines Elegant
Collection Automatic","$1,576",Longines,Elegant,L4.910.4.72.6,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,39 mm,
5644,"TAG Heuer Carrera Porsche Chronograph Special Edition
CBN2A1F.FC6492 (NEW)","$5,103",TAG Heuer,Carrera Porsche Chronograph Special Edition,CBN2A1F.FC6492,,,,Unknown,New,Men's watch/Unisex,44 mm,
4021,"Audemars Piguet Royal Oak
Rettangolare","$15,379",Audemars Piguet,Royal Oak,,,,,Unknown,Very good,Men's watch/Unisex,29 x 38 mm,
6159,"Patek Philippe Nautilus
27mm GOOD CONDITION","$20,179",Patek Philippe,Nautilus,4700/51,,,,Unknown,Good,Women's watch,27 mm,
9124,"Hublot Classic Fusion Blue
ref. 542.NX.7170.RX - 42mm Titanium case","$5,739",Hublot,Classic Fusion Blue,542.NX.7170.RX,,,,Unknown,Very good,Men's watch/Unisex,42 mm,
7915,"Patek Philippe Calatrava
2022 Unworn Full Set","$35,496",Patek Philippe,Calatrava,6119R-001,,,,2022,Unworn,Men's watch/Unisex,39 mm,
10754,"Hublot Big Bang 41 mm
Ceramic Black Magic","$9,499",Hublot,Big Bang 41 mm,342.CX.130.RX,,,,Unknown,Very good,Men's watch/Unisex,41 mm,
