id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
1571,"Panerai Luminor Due Luna
Goldtech PAM01181","$22,208",Panerai,Luminor Due Luna,PAM01181,,,,2024,New,Men's watch/Unisex,38 mm,
30779,,"$9,299",Rolex,Submariner Date,16610,,Steel,Steel,1989,,,40 mm,Fair
2964,"Longines Spirit
L38291532 - Longines Spirit Automatic Black Dial Titanium Men's Watch","$4,543",Longines,Spirit,L38291532,Automatic,Titanium,Textile,Unknown,New,Men's watch/Unisex,42 mm,
63205,,"$10,056",Rolex,Oyster Perpetual 41,124300,,Steel,Steel,2022,,,41 mm,Unworn
2208,"Omega Speedmaster Date
Black Dial/Gold Markers. Japan Release Only. Ref: 3513.54","$3,616",Omega,Speedmaster Date,3513.54,,,,2004 (Approximation),Very good,Men's watch/Unisex,39 mm,
9837,"Seiko Prospex
Solar SBDJ055 SNE593P1 Men's Watch Blue Dial Silicone Strap",$416,Seiko,Prospex,SBDJ055,,,,2022,New,,,
17109,"Breitling Avenger Blackbird
48mm MINT Box & Papers","$3,699",Breitling,Avenger Blackbird,V17310101B1W1,,,,2019,Very good,Men's watch/Unisex,48 mm,
8877,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
15407ST.OO.1220ST.01",Price on request,Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407ST.OO.1220ST.01,,,,2021,New,Men's watch/Unisex,41 mm,
5468,"Patek Philippe Calatrava
2531J - 2023 Extract of the Archives","$26,046",Patek Philippe,Calatrava,2532,Manual winding,Yellow gold,Leather,1956 (Approximation),Good,Men's watch/Unisex,"34,5 mm",
1408,"Zenith Pilot Type 20 Extra Special
29.2430.679/57.C808",Price on request,Zenith,Pilot Type 20 Extra Special,29.2430.679/57.C808,,,,2023 (Approximation),New,Men's watch/Unisex,45 mm,
6760,"Seiko 5 Sports
2023 Restock SEIKO 5 X STREET FIGHTER RYU 5 Sport Limited SRPF19K1",$457,Seiko,5 Sports,,,,,2020,New,Men's watch/Unisex,46 x 42.5 mm,
21462,"Omega Seamaster
Cosmic",$718,Omega,Seamaster,135.016,,,,1968 (Approximation),Good,Men's watch/Unisex,34 x 37 mm,
1781,"TAG Heuer Aquaracer 300M
WBD1111.BA0928 - Aquaracer Quartz White Dial Men's Watch","$1,447",TAG Heuer,Aquaracer 300M,WBD1111.BA0928,Quartz,Steel,Steel,Unknown,New,Men's watch/Unisex,41 mm,
559,"Longines La Grande Classique
L4.755.4.51.6","$1,348",Longines,La Grande Classique,L4.755.4.51.6,Quartz,Steel,Steel,2023,New,Women's watch,36 mm,
5447,"Panerai Luminor 1950 3 Days Chrono Flyback
PAM.00212",Price on request,Panerai,Luminor 1950 3 Days Chrono Flyback,PAM 00212,,,,Unknown,Unworn,Men's watch/Unisex,44 mm,
5851,"IWC Ingenieur Chronograph Racer
IW378510","$10,935",IWC,Ingenieur Chronograph Racer,IW378510,,,,2017,Good,Men's watch/Unisex,45 mm,
64641,,"$132,170",Rolex,Daytona,6263,,Steel,Steel,1986,,,37 mm,Very good
1356,"Hublot Classic Fusion
Titanium 38mm","$6,659",Hublot,Classic Fusion,565.NX.1470.RX,Automatic,Titanium,Rubber,2023,Unworn,Women's watch,38 mm,
10411,,"$20,878",Rolex,Datejust 31,278384RBR SILVER INDEX JUB,,Steel,Steel,2023,,,31 x 37 mm,Unworn
358,"Cartier Santos
De Cartier Automatic NUOVO 2022 doppio cinturino full set con documenti e scatola","$7,960",Cartier,Santos,WSSA0039,,,,2022,New,Men's watch/Unisex,39.8 mm,
