id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
6086,"Richard Mille RM 67
Automatic Sébastien Ogier RM 67-02","$325,000",Richard Mille,RM 67,RM67-02,Automatic,Carbon,Textile,2021,New,,38.7 x 47.5 mm,
19191,"Omega
Classic Automatic Jumbo","$1,824",Omega,,,,,,1950 (Approximation),Good,Men's watch/Unisex,37 mm,
6486,"Audemars Piguet Code 11.59
15210CR.OO.A002CR.01","$25,000",Audemars Piguet,Code 11.59,15210CR.OO.A002CR.01,,,,2023,Unworn,Men's watch/Unisex,41 mm,
6139,"Zenith El Primero Chronomaster
51.2041.400/27.C771","$5,990",Zenith,El Primero Chronomaster,51.2041.400/27.C771,,,,Unknown,Unworn,Men's watch/Unisex,42 mm,
1263,"Jaeger-LeCoultre Reverso
One Monoface","$7,370",Jaeger-LeCoultre,Reverso,Q3288420,Quartz,Steel,Leather,2023,New,Women's watch,40.1 x 20 mm,
2737,"Longines Conquest
L33774166 - Conquest Quartz White Dial Ladies Watch",$456,Longines,Conquest,L33774166,Quartz,Steel,Steel,Unknown,New,Women's watch,34.00 mm,
7289,"Tudor Black Bay Bronze
\"Bucherer Edition\" Ref.79250BA","$4,244",Tudor,Black Bay Bronze,79250BA,Automatic,Bronze,Textile,2020,Very good,,43 mm,
120,"Sinn 303
– Mazda RX-8",Price on request,Sinn,303,303,Automatic,Steel,Steel,2004,Very good,,,
51377,,"$46,888",Rolex,Submariner Date,116618LB,,,,2008 (Approximation),,,40 mm,Very good
11319,"TAG Heuer Aquaracer 300M
WAF1120","$1,249",TAG Heuer,Aquaracer 300M,WAF1120,,,,2009 (Approximation),Good,Men's watch/Unisex,39 mm,
35319,"Omega Speedmaster Racing
Co-Axial Master Stainless Steel Men’s Watch","$7,764",Omega,Speedmaster Racing,329.32.44.51.06.001,Automatic,,,Unknown,New,Men's watch/Unisex,44.2 mm,
353,"Seiko Presage
International Edition Presage Automatic Style 60Ss SRPG05J1",$599,Seiko,Presage,SRPG05J1,,,,Unknown,New,Men's watch/Unisex,40 mm,
2561,"Breitling Superocean Heritage II 46
B20 Automatic AB2020121B1S1","$4,385",Breitling,Superocean Heritage II 46,AB2020121B1S1,Automatic,Steel,,2023,Unworn,,46 mm,
6822,"Panerai Luminor Base Logo
3 Days PAM 774","$4,750",Panerai,Luminor Base Logo,PAM00774,Manual winding,Steel,Crocodile skin,Unknown,Very good,Men's watch/Unisex,44 mm,
2237,"Breitling Navitimer
automatic 38 u17325211g1p1","$6,118",Breitling,Navitimer,U17325211G1P1,Automatic,Steel,Crocodile skin,2023,New,Men's watch/Unisex,38 mm,
29159,"Omega Speedmaster Date
Chronograph Automatic Mens Watch","$1,830",Omega,Speedmaster Date,3513.30,,,,Unknown,Good,Men's watch/Unisex,39 mm,
69127,,"$15,462",Rolex,Explorer,214270,,,,Unknown,,,39 mm,New
2449,"Oris Big Crown ProPilot
X Calibre 400","$3,954",Oris,Big Crown ProPilot,01 400 7778 7158-07 7 20 01TLC,,,,2023,Unworn,Men's watch/Unisex,39 mm,
18615,"Omega
Restored 37mm Oversize Jumbo Triple Date Cosmic Moonphase 2486 Vintage 2486 Triple Date Moonphase Datora Mondphase Day Date Oversize Jumbo Cosmic","$5,039",Omega,,,,,,1946,Very good,Men's watch/Unisex,37 mm,
4771,"Cartier Pasha C
Chronograph W31039MT","$2,368",Cartier,Pasha C,,,,,Unknown,Good,Men's watch/Unisex,36.2 mm,
7841,"Cartier Tank Française
カルティエ タンクフランセーズSM W51008Q3 SS クォーツ","$2,175",Cartier,Tank Française,W51008Q3,Quartz,Steel,Steel,Unknown,Very good,Women's watch,"Introduced in 1996, the Tank Française quickly became a representative model of Cartier. It is a masterpiece that redesigned the conventional \"tank\" while diversifying the straight lines. Among them, this is the most standard small size. While incorporating Cartier's traditional style, the design is easy to match with current fashion. The main body is made of stainless steel, and the hands and crown are accented with blue.

There is a chip in the glass. There are some small scratches, but it is in a beautiful state. We are replacing the battery. *Accessories may have scratches, stains, or deterioration.

Case diameter: 20x25mm Maximum arm circumference: 17cm",
14727,"Omega Seamaster
Chronograph Soccertimer Ref.145.020","$4,253",Omega,Seamaster,145020,Manual winding,Steel,Calf skin,1970 (Approximation),,,40.8 mm,
7261,"Cartier
Ceinture 27 mm Manual Wind Paris Dial Mint Condition","$5,653",Cartier,,,,,,1980,Very good,Men's watch/Unisex,27 mm,
12198,,"$24,653",Rolex,GMT-Master II,126720VTNR,,,,2023,,,40 mm,Unworn
21966,,"$17,000",Rolex,Datejust 41,126333,,,,2018,,,41 mm,Very good
4183,"Audemars Piguet Millenary Ladies
77247BC.ZZ.1272BC.01","$43,612",Audemars Piguet,Millenary Ladies,77247BC.ZZ.1272BC.01,Manual winding,White gold,White gold,Unknown,Very good,Women's watch,39.5 x 35.4 mm,
6110,"Zenith Chronomaster Sport
 41mm Rose Gold Mens Watch 18.3101.3600/69.M3100","$29,500",Zenith,Chronomaster Sport,18.3101.3600/69.M3100,,,,2023,New,Men's watch/Unisex,41 mm,
275,"IWC
43 Spitfire Big","$8,881",IWC,,IW329702,,,,2022 (Approximation),Unworn,Men's watch/Unisex,43 mm,
984,"Patek Philippe Calatrava
Weekly Calendar","$50,223",Patek Philippe,Calatrava,5212A-001,,,,2022,New,Men's watch/Unisex,40 mm,
65006,,"$5,192",Rolex,Oyster Perpetual Date,15200,,,,1991,,,34 mm,Very good
9684,"Patek Philippe Nautilus
40.5mm Stainless Steel - Black Gradated - Stainless Steel Bracelet 5990/1A-001","$136,000",Patek Philippe,Nautilus,5990/1A-001,,,,2016,Very good,Men's watch/Unisex,40.5 mm,
