id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
10824,"Seiko Presage
1964 \"Crown Black\" Limited Edition",$857,Seiko,Presage,SPB131J1,Automatic,Steel,Steel,2020,New,Men's watch/Unisex,41.3 mm,
36401,,"$35,987",Rolex,Daytona,116520,,Steel,Steel,2015,,,40 x 43 mm,Good
1037,"Hublot Classic Fusion
548.CM.7170.CM",Price on request,Hublot,Classic Fusion,548.CM.7170.CM,Automatic,Ceramic,Ceramic,Unknown,Unworn,,42 mm,
279,"Seiko
International Edition Prospex Solar Chronograph SSC911P1",$899,Seiko,,SSC911P1,,,,Unknown,New,Men's watch/Unisex,,
6556,"Omega Seamaster
Handaufzug Herren Uhr Stahl Vergoldet 14714 35mm Om029","$1,139",Omega,Seamaster,,,,,Unknown,Good,,35 mm,
2431,"Panerai Luminor Submersible
Blu Profondo Submersible Quarantaquattro","$12,113",Panerai,Luminor Submersible,PAM 01289,Automatic,Steel,,Unknown,Very good,Men's watch/Unisex,44 mm,
26497,"Omega Seamaster
2265.80 シーマスター300 プロフェッショナル デイト クォーツ メンズ 748835 中古","$1,610",Omega,Seamaster,2265.80,Quartz,Steel,Steel,Unknown,Fair,Men's watch/Unisex,41 mm,
7819,"Cartier Ronde Solo de Cartier
カルティエ ロンドソロSM W6701004 SS クォーツ","$2,101",Cartier,Ronde Solo de Cartier,W6701004,Quartz,Steel,Steel,Unknown,Very good,Women's watch,"\"Rondo Solo\" is popular for its simple design. It is full of Cartier like blue steel hands and Roman indexes.

There are some small scratches, but it is in a beautiful state. We are replacing the battery. *Accessories may have scratches, dirt, or deterioration.

Case diameter: 29.5mm Maximum arm circumference: 17cm",
5206,"Seiko Dolce
(セイコー) SADA037",Price on request,Seiko,,,,,,Unknown,New,,,
8619,"IWC Big Pilot
Perpetual Calendar Toto Wolff x Mercedes AMG 46mm New 2022 IW503607","$95,000",IWC,Big Pilot,IW503607,,,,2022,New,Men's watch/Unisex,,
4278,"Cartier Pasha
Chronograph","$2,826",Cartier,Pasha,1050,Quartz,Steel,Leather,2000 (Approximation),Very good,Men's watch/Unisex,38 mm,
68576,,"$11,299",Rolex,Datejust 36,126200,,Steel,Steel,2023 (Approximation),,,36 mm,Unworn
8029,"Cartier Tank
Bec d'Aigle (Eagle Beak)","$18,343",Cartier,Tank,,,,,1950 (Approximation),Good,Men's watch/Unisex,19 x 33 mm,
2597,"Longines Record
26mm","$2,800",Longines,Record,L2.320.5.72.7,Automatic,Gold/Steel,Gold/Steel,2023,New,Women's watch,,
9905,"Hublot Classic Fusion
511.CO.1181.RX","$10,850",Hublot,Classic Fusion,511.CO.1181.RX,Automatic,Ceramic,Rubber,2023,New,Men's watch/Unisex,45 mm,
16142,"Breitling Navitimer 01 (46 MM)
AB012721/BD09/441X/A20BA.1","$6,500",Breitling,Navitimer 01 (46 MM),AB012721/BD09/441X/A20BA.1,,,,2021,Very good,Men's watch/Unisex,46 mm,
6018,"Hublot Classic Fusion
542.NX.8970.RX","$7,361",Hublot,Classic Fusion,542.NX.8970.RX,,,,2023 (Approximation),Unworn,Men's watch/Unisex,42 mm,
59155,,"$11,629",Rolex,Datejust 41,126334G,,,,Unknown,,,41 mm,Very good
9468,"Longines
L2.286.4.88.6","$1,433",Longines,,L2.286.4.88.6,,,,2023,Unworn,,,
1252,"Audemars Piguet
Square case signed Gübelin in 18kt yellow gold",Price on request,Audemars Piguet,,,,,,1950 (Approximation),Very good,Men's watch/Unisex,27 mm,
11111,"Patek Philippe Nautilus
2018 Nautilus 5990/1A-001 Travel Time Chronograph","$124,000",Patek Philippe,Nautilus,5990/1A-001,Automatic,Steel,Steel,2018,Unworn,Men's watch/Unisex,,
2375,"Audemars Piguet Royal Oak Selfwinding
50th Anniversary 37mm",Price on request,Audemars Piguet,Royal Oak Selfwinding,15551OR.ZZ.1356OR.02,Automatic,Rose gold,Rose gold,2022,Unworn,Men's watch/Unisex,37 mm,
72175,,"$18,654",Rolex,Datejust 31,278271-0016,,,,2023,,,31 mm,Unworn
5891,"Hublot Big Bang Aero Bang
Black Magic","$14,952",Hublot,Big Bang Aero Bang,311.CI.1170.CI,Automatic,Ceramic,Ceramic,Unknown,Very good,Men's watch/Unisex,44 mm,
534,"Longines Evidenza
L2.155.8.71.2","$3,794",Longines,Evidenza,,Quartz,,,2023,New,Women's watch,26 mm,
1872,"Cartier Ballon Bleu
37mm",Price on request,Cartier,Ballon Bleu,WJBB0025,Automatic,Rose gold,Rose gold,2023,Unworn,Women's watch,37 mm,
1943,"IWC Pilot Chronograph
Pilot´s Watch Chronograph 41 IW388102","$9,035",IWC,Pilot Chronograph,,Automatic,Steel,Calf skin,2022,New,Men's watch/Unisex,41 mm,
71073,,"$22,060",Rolex,Sky-Dweller,326933,,Gold/Steel,Gold/Steel,2021,,,42 mm,Very good
46259,,"$18,500",Rolex,GMT-Master II,126710BLNR,,Steel,Steel,2022,,,40 mm,New
4689,"Jaeger-LeCoultre
Master Compressor Memovox","$11,950",Jaeger-LeCoultre,,Q1708470,,,,2007,Good,Men's watch/Unisex,41 mm,
66307,,"$5,627",Rolex,Datejust 36,16030,,,,1987 (Approximation),,,36 mm,Good
3612,"Longines PrimaLuna
L81124716 - PrimaLuna Quartz Silver Dial Ladies Watch","$1,066",Longines,PrimaLuna,L81124716,Quartz,Steel,Steel,Unknown,New,Women's watch,30 mm,
34833,"Omega Seamaster Diver 300 M
Professional 300M Sword Hands","$3,799",Omega,Seamaster Diver 300 M,2254.50,Automatic,Steel,Steel,2007,Very good,Men's watch/Unisex,41 mm,
31736,"Omega De Ville Prestige
オメガ OMEGA デ・ヴィル プレステージ デュードロップ424.18.27.60.55.001","$3,602",Omega,De Ville Prestige,424.18.27.60.55.001,Quartz,Steel,,Unknown,Unworn,Women's watch,27.4 mm,
15922,"Breitling Navitimer 8
A17314101C1A1","$2,875",Breitling,Navitimer 8,A17314101C1A1,,,,2019 (Approximation),Good,Men's watch/Unisex,41 mm,
