id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
6073,"Hublot Big Bang Tutti Frutti
310.C1.1290.GR LE 222/250","$12,093",Hublot,Big Bang Tutti Frutti,,,,,Unknown,Very good,Men's watch/Unisex,,
723,"IWC Pilot Chronograph
Pilot´s Watch Chronograph Automatic","$5,629",IWC,Pilot Chronograph,IW 377701,Automatic,Steel,Crocodile skin,2012,Very good,,43 mm,
6098,"Seiko
SSQV056",Price on request,Seiko,,SSQV056,,,,Unknown,New,Women's watch,,
3219,"Patek Philippe
Full Hunter","$6,114",Patek Philippe,,,,,,1920,Fair,Men's watch/Unisex,48 x 62 mm,
13787,"Longines
L4.721.4 グランドクラシック 外装仕上げ済 機械点検済 メンズ 腕時計",$733,Longines,,L4.721.4,,,,Unknown,Good,Men's watch/Unisex,34 mm,
46190,,"$5,850",Rolex,Oyster Perpetual 34,6107,,Steel,Steel,1957,,,34 x 40 mm,Good
37130,"Omega Seamaster Planet Ocean
215.33.40.20.01.001","$4,750",Omega,Seamaster Planet Ocean,215.33.40.20.01.001,,,,Unknown,Very good,Men's watch/Unisex,39.5 mm,
10192,"Hublot King Power
Oceanigraphique 4000m Monaco 48mm 731.NX.1190.RX","$13,500",Hublot,King Power,,,,,Unknown,Very good,,,
6822,"Breitling Avenger
ブライトリング アベンジャー バンディット メンズ AT","$2,631",Breitling,Avenger,E13383,,,,Unknown,Good,,45 mm,
627,"Seiko
International Edition Ladies 140TH Anniversary Limited Edition SUR463P1",$399,Seiko,,SUR463P1,,,,Unknown,New,Women's watch,,
2083,"IWC Portuguese Automatic
Portugieser Automatic","$13,053",IWC,Portuguese Automatic,IW500710,Automatic,Steel,Leather,2023,New,Men's watch/Unisex,42.3 mm,
5163,"TAG Heuer Carrera Lady
Quarz","$3,993",TAG Heuer,Carrera Lady,WBK1316.FC8261,,,,2023,New,Women's watch,36 mm,
70963,,"$13,784",Rolex,Datejust 36,126200,,Steel,Steel,Unknown,,,36 mm,New
12996,"Longines
luxury dress style","$2,751",Longines,,,,,,Unknown,Good,Men's watch/Unisex,27 x 35 mm,
68736,,Price on request,Rolex,Sea-Dweller Deepsea,126660,,Steel,Steel,2023 (Approximation),,,44 mm,New
7500,"Omega De Ville Prestige
424.13.40.20.02.002 - De Ville Prestige Co-Axial 39.5 mm Automatic Silver Dial Steel Men's","$2,959",Omega,De Ville Prestige,424.13.40.20.02.002,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,39.5 mm,
5319,,Price on request,Rolex,Day-Date 40,228206,,Platinum,Platinum,2022,,,40 x 48 mm,New
3003,"Audemars Piguet Royal Oak
Military Dial 14790ST",Price on request,Audemars Piguet,Royal Oak,14790ST.OO.0789ST.07,Automatic,Steel,Steel,2003 (Approximation),Good,Men's watch/Unisex,36 mm,
4629,"Audemars Piguet Royal Oak Offshore Chronograph
Automatik Chronograph Ref. 26420SO.OO.A600CA.01 NUR ABHOLUNG",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26420SO.OO.A600CA.01,,,,2023,Unworn,Men's watch/Unisex,43 mm,
386,,Price on request,Rolex,Datejust 31,278274-0020,,,,2023,,,31 mm,Unworn
595,"Jaeger-LeCoultre Master Ultra Thin Réserve de Marche
Power Reserve 39mm","$10,340",Jaeger-LeCoultre,Master Ultra Thin Réserve de Marche,,Automatic,Steel,Crocodile skin,2023,Unworn,Men's watch/Unisex,39 mm,
