id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
9142,"Patek Philippe World Time
5130R-001 World Time Silver Sunburst Textured Dial 18kt Rose Gold on Brown Strap 39.5mm",Price on request,Patek Philippe,World Time,5130R-001,,,,Unknown,Unworn,Men's watch/Unisex,39.5 mm,
9414,"Longines Master Collection
L2.738.4.71.3","$4,103",Longines,Master Collection,L2.738.4.71.3,,,,2023,Unworn,Men's watch/Unisex,41 mm,
913,"IWC Aquatimer Automatic 2000
IW356801","$4,770",IWC,Aquatimer Automatic 2000,IW356801,,,,2013,Very good,Men's watch/Unisex,44 mm,
2591,"Audemars Piguet Royal Oak Jumbo
\"Jumbo\" steel blue dial unworn with box/papers","$104,440",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.1240ST.01,,,,Unknown,Unworn,Men's watch/Unisex,39 mm,
9547,"Cartier
箱・保証書付き CARTIER カルティエ ミニタンクディバン WA302471 K18PG ダイヤベゼル バックルダイヤ クォーツ レディース 2210 中古","$4,630",Cartier,,,,,,Unknown,Good,Women's watch,32 mm,
37952,"Omega Seamaster
: Seamaster Master 41MM : 234.92.41.21.10.001 : 9K Bronze Gold","$8,795",Omega,Seamaster,234.92.41.21.10.001,Automatic,Bronze,Leather,Unknown,Very good,Men's watch/Unisex,41 x 48 mm,
40014,,"$3,400",Rolex,Oyster Perpetual Date,1500,,,,1966,,,34 mm,Good
584,"Panerai Luminor Submersible 1950 Depth Gauge
PAM 00193","$13,035",Panerai,Luminor Submersible 1950 Depth Gauge,PAM 00193,,,,2009,Good,Men's watch/Unisex,47 mm,
4758,"Breitling
Premier B01 Chronograph",Price on request,Breitling,,AB0118221B1P1,,,,2023 (Approximation),Unworn,Men's watch/Unisex,42 mm,
69239,,"$22,032",Rolex,GMT-Master,1675,,Steel,Steel,1978,,,40 mm,Very good
44565,,"$28,975",Rolex,Daytona,116500LN,,Steel,Steel,2022,,,40 mm,Unworn
4679,"Cartier Roadster
2675","$2,903",Cartier,Roadster,2675,,,,Unknown,Very good,Women's watch,31 x 37 mm,
24561,Omega Speedmaster 2020 Tokyo 522.30.42.30.03.001,,Omega,Speedmaster,,,,,"2006, 2018, 2019, 2020, 2021",,Men's watch/Unisex,,
40059,,"$12,475",Rolex,Datejust 41,126334,,Steel,Steel,2022,,,41 mm,Unworn
8208,"Seiko Credor
セイコー SEIKO クレドール クロノメーター 500本限定 GBAY992 4S79-0050","$3,387",Seiko,Credor,,Manual winding,Yellow gold,,Unknown,Very good,,35 mm,
4879,,Price on request,Rolex,Day-Date 40,40 228238,,,,Unknown,,,40 mm,Unworn
58031,,"$9,372",Rolex,Explorer II,216570,,Steel,Steel,2019,,,42 mm,Very good
71881,,"$25,704",Rolex,GMT-Master II,126710BLRO,,Steel,Steel,2023,,,40 mm,New
14002,"Seiko Prospex
Blumo",$495,Seiko,Prospex,SBDC003,,,,2018 (Approximation),Very good,Men's watch/Unisex,,
2005,"Patek Philippe
Cipolla","$7,411",Patek Philippe,,,,,,Unknown,Very good,Men's watch/Unisex,56 mm,
12820,"Audemars Piguet Royal Oak
IN STOCK 2023 New Unworn 15510or Rose Gold Black Leather Strap Royal Oak 41mm","$52,999",Audemars Piguet,Royal Oak,15510OR.OO.D002CR.02,,,,2023,New,,,
12228,"Patek Philippe Minute Repeater Perpetual Calendar
Platinum Perpetual Calendar Minute Repeater Ref. 5074 Single Sealed","$975,000",Patek Philippe,Minute Repeater Perpetual Calendar,5074P-001,,,,Unknown,Unworn,Men's watch/Unisex,42 mm,
3801,"TAG Heuer Formula 1 Quartz
WAZ1110.FT8023","$1,265",TAG Heuer,Formula 1 Quartz,WAZ1110.FT8023,Quartz,Steel,Rubber,2023,New,Men's watch/Unisex,41 mm,
3667,"Vacheron Constantin
Classic Rose Gold Diamond Ladies Watch 27593","$8,470",Vacheron Constantin,,,,,,Unknown,Very good,Women's watch,23 mm,
6512,"Tudor
Black Bay 36 S&G","$5,429",Tudor,,,,,,2023,New,Women's watch,36 mm,
5307,,"$22,006",Rolex,Daytona,16523,,Gold/Steel,Gold/Steel,2000,,,40 mm,Very good
12022,,"$22,232",Rolex,Submariner Date,116610LV,,Steel,Steel,2012,,,40 mm,Very good
1999,"IWC Aquatimer Automatic 2000
IW356801","$3,162",IWC,Aquatimer Automatic 2000,IW356801,Automatic,Steel,,Unknown,Fair,Men's watch/Unisex,44 mm,
1326,"Breitling Chronomat
Chronograph Automatic","$2,301",Breitling,Chronomat,A13050.1,,,,Unknown,Good,Men's watch/Unisex,39 mm,
28756,,"$10,947",Rolex,Explorer,224270,,Steel,Steel,2023,,,40 mm,New
51404,,"$11,480",Rolex,Datejust 41,126300 Blue Index Oyster,,,,2017,,,41 mm,Unworn
3859,"Patek Philippe Calatrava
(カラトラバ)","$16,867",Patek Philippe,Calatrava,3802/200,Automatic,Yellow gold,,Unknown,,Men's watch/Unisex,33 mm,
3907,"Omega
Gold Case and Bracelet","$4,389",Omega,,,,,,Unknown,Very good,Men's watch/Unisex,27 x 35 mm,
6867,"TAG Heuer Formula 1 Lady
Chronograph Ladies CAH1211","$1,955",TAG Heuer,Formula 1 Lady,CAH1211.BA0863,,,,2023,New,Men's watch/Unisex,41 mm,
10551,"Patek Philippe Twenty~4
36mm Steel Blue Dial Diamond Bezel Automatic","$29,495",Patek Philippe,Twenty~4,7300/1200A-001,Automatic,Steel,Steel,Unknown,Unworn,,36 mm,
4401,"Cartier Panthère
de Cartier kleines Modell Diamant W4PN0007","$9,506",Cartier,Panthère,W4PN0007,,,,2022,Unworn,Women's watch,22 x 30 mm,
1422,,"$14,100",Rolex,Lady-Datejust Pearlmaster,80319,,,,2005,,,29 mm,Very good
