id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
16905,"Seiko
6156-8010 グランドセイコー デイデイト 自動巻き メンズ 742691 中古","$1,068",Seiko,,,,,,Unknown,Fair,Men's watch/Unisex,35 mm,
8859,"Audemars Piguet Royal Oak Selfwinding
Blue Dial",Price on request,Audemars Piguet,Royal Oak Selfwinding,15450BA.OO.1256BA.02,,,,2019,New,Women's watch,37 mm,
52670,,"$24,495",Rolex,Sky-Dweller,326934,,Steel,Steel,2023,,,42 mm,Very good
8023,"Seiko Prospex
SPB257J1 - Prospex Automatic Black Dial Stainless Steel Men's Watch","$1,414",Seiko,Prospex,SPB257J1,Automatic,Steel,Textile,Unknown,Unworn,Men's watch/Unisex,42.7 mm,
44974,,"$5,040",Rolex,Oyster Perpetual Date,15210,,,,2001 (Approximation),,,34 mm,Very good
663,"Longines DolceVita
L5.512.4.91.2","$1,581",Longines,DolceVita,L5.512.4.91.2,Quartz,Steel,Leather,2023,New,Women's watch,23.3 x 37 mm,
72572,,"$26,900",Rolex,Submariner Date,116610LV,,Steel,Steel,2019,,,40 mm,New
56866,,"$16,797",Rolex,Submariner Date,126610LN,,Steel,Steel,2023,,,41 x 40 mm,Unworn
768,"Patek Philippe Annual Calendar
Jahreskalender Mondphase 2021 5396R-011","$60,312",Patek Philippe,Annual Calendar,5396R-011,Automatic,,,2021,Unworn,Men's watch/Unisex,38 mm,
7763,"Audemars Piguet Royal Oak Selfwinding
37 50th Anniversary Blue Turquoise Pool NEW 2022","$74,485",Audemars Piguet,Royal Oak Selfwinding,15550ST.OO.1356ST.04,,,,2022,New,Men's watch/Unisex,37 mm,
5437,"Seiko
SRPD85K1 - 5 Sports Automatic Brown Dial Men's Watch 42.5mm",$278,Seiko,,SRPD85K1,,,,Unknown,Unworn,Men's watch/Unisex,42.5 mm,
53945,,"$2,020",Rolex,,,,Rose gold,,1946,,,16.3 x 29.5 mm,Very good
61005,,"$13,480",Rolex,Datejust,,,,,Unknown,,,41 mm,Very good
8513,"Audemars Piguet Royal Oak Offshore Chronograph
Rubens Barrichello Ii","$44,000",Audemars Piguet,Royal Oak Offshore Chronograph,26078IO.OO.D001VS.01,,,,2007,New,Men's watch/Unisex,44 mm,
2587,,Price on request,Rolex,Daytona,116518LN,,Yellow gold,Rubber,2020,,,40 mm,Good
22291,,"$48,356",Rolex,Daytona,16528,,Yellow gold,Yellow gold,1985,,,40 mm,Good
70654,,"$72,456",Rolex,Day-Date 36,128345RBR,,,,2021,,,36 x 43 mm,Unworn
24600,"Omega Speedmaster Professional Moonwatch
Apollo XI","$9,691",Omega,Speedmaster Professional Moonwatch,3592.50,,,,1992,Very good,,,
1948,"TAG Heuer Formula 1 Quartz
CAZ101AC.BA0842 - Formula 1 Quartz Black Dial Stainless Steel Men's Watch","$2,240",TAG Heuer,Formula 1 Quartz,CAZ101AC.BA0842,Quartz,Steel,Steel,Unknown,New,Men's watch/Unisex,43 mm,
10399,"Patek Philippe Calatrava
5119J 18K Yellow Gold Mens Watch With Papers","$15,999",Patek Philippe,Calatrava,5119J-001,Manual winding,Yellow gold,Leather,2015,Very good,Men's watch/Unisex,36 mm,
9631,,Price on request,Rolex,Datejust 41,126300,,Steel,Steel,2021,,,41 mm,Very good
1242,"Longines
PILOT MAJETEK BOX EDITION",Price on request,Longines,,L28384539,,,,2023,New,Men's watch/Unisex,43 mm,
4884,"Tudor Black Bay Chrono
79350-0001","$4,301",Tudor,Black Bay Chrono,79350-0001,,,,2021,Very good,Men's watch/Unisex,41 mm,
46907,,"$12,500",Rolex,Submariner Date,16613,,,,2006,,,40 mm,Very good
55771,,Price on request,Rolex,Explorer,214270,,,,Unknown,,,39 mm,Unworn
