id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
3518,"Jaeger-LeCoultre Reverso Duetto
One Duetto Moon - Q3352420. GOLD","$28,178",Jaeger-LeCoultre,Reverso Duetto,Q3352420,,,,2022,New,Women's watch,40.1 x 20 mm,
23564,"Omega Speedmaster Professional Moonwatch
3570.50.00","$4,602",Omega,Speedmaster Professional Moonwatch,3570.50.00,,,,2000,Good,Men's watch/Unisex,42 mm,
17713,"Seiko Prospex
SNE518 Save the Ocean Solar Diver's LumiBrite Screw Crown ( NEW )",$599,Seiko,Prospex,SNE518P1,,,,Unknown,New,Men's watch/Unisex,,
1423,"IWC Aquatimer Chronograph
Galapagos Islands","$8,945",IWC,Aquatimer Chronograph,IW379502,,,,2019,Very good,Men's watch/Unisex,44 mm,
7209,"Cartier Santos
2961","$5,191",Cartier,Santos,2961,,,,1986,Very good,Men's watch/Unisex,29 x 41 mm,
8568,"Audemars Piguet Royal Oak Offshore Chronograph
Flyback Chronograph “Brick” Rose Gold 42mm Blue Dial","$114,110",Audemars Piguet,Royal Oak Offshore Chronograph,26238OR.OO.2000OR.01,,,,2022,Very good,Men's watch/Unisex,42 mm,
35212,,"$9,012",Rolex,Datejust Turn-O-Graph,116264,,,,Unknown,,,,Very good
27742,"Omega
166.0312 クラシック デイト 自動巻き メンズ 良品 759063 中古",$981,Omega,,,,,,Unknown,Good,Men's watch/Unisex,36 mm,
11129,"Longines
STAINLESS STEEL",$458,Longines,,L3.612.3,,,,Unknown,Very good,Men's watch/Unisex,39 mm,
9353,"Longines
vintage",$447,Longines,,,,,,1985 (Approximation),New,Women's watch,30 mm,
48650,,"$4,370",Rolex,Oyster Perpetual Date,1500,,Steel,Steel,1970 (Approximation),,,34 mm,Fair
2052,"Vacheron Constantin Overseas
41mm Overseas Blue - 2022 - 4500V/110R-B705","$90,034",Vacheron Constantin,Overseas,4500V/110R-B705,,,,2022,New,Men's watch/Unisex,41 mm,
4972,"Hublot Classic Fusion
Automatic Titanium","$7,418",Hublot,Classic Fusion,548.NX.1170.NX,,,,2023 (Approximation),Unworn,Men's watch/Unisex,42 mm,
59499,,"$23,645",Rolex,Submariner Date,16610LV,,,,Unknown,,,40 mm,Very good
47571,,"$37,999",Rolex,Yacht-Master II,116689,,,,2009,,,44 mm,Very good
2369,"TAG Heuer Formula 1 Quartz
diameter 43 mm WAZ1010.BA0842","$1,264",TAG Heuer,Formula 1 Quartz,WAZ1010.BA0842,,,,Unknown,New,,,
14642,,"$16,680",Rolex,Submariner Date,16610LV,,Steel,Steel,2005,,,40 mm,Very good
6026,"Seiko GS
セイコー　グランドセイコー SBGH001 / 9S85-00A0","$2,921",Seiko,,,Automatic,Steel,,Unknown,Very good,,40 mm,
15712,"Cartier Santos
De Cartier Large Model WSSA0030","$6,950",Cartier,Santos,WSSA0030,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,39 x 47 mm,
6264,"Audemars Piguet Royal Oak Chronograph
26300ST Royal Oak Chronograph Blue Dial","$39,376",Audemars Piguet,Royal Oak Chronograph,26300ST,,,,2010,Very good,,39 mm,
4394,"IWC Portuguese Automatic
Portugieser Automatic Blue Dial Men's Watch","$7,482",IWC,Portuguese Automatic,IW358305,,,,2022 (Approximation),Unworn,Men's watch/Unisex,40.4 mm,
6841,"Tudor Black Bay Fifty-Eight
58 925 Fifty-eight 2021","$6,326",Tudor,Black Bay Fifty-Eight,79010SG,Automatic,Silver,Leather,2021 (Approximation),Very good,Men's watch/Unisex,39 mm,
7257,"IWC
シャフハウゼン Cal.8541B","$1,232",IWC,,,,,,Unknown,Good,,,
19169,,"$12,188",Rolex,Lady-Datejust,279174,,Steel,Steel,2023,,,28 mm,Unworn
15855,,"$21,648",Rolex,Yacht-Master II,116680,,,,2022,,,44 mm,Unworn
16779,"Seiko Galante
472 SEIKO ガランテ SBLA097 創業135周年記念 世界限定150本 ステンレススチール／ラバー／白蝶貝 2018年国内正規 2143200477765","$2,396",Seiko,Galante,,Automatic,Steel,Rubber,2018,Very good,Men's watch/Unisex,,
4783,"Cartier Baignoire
list: 1960|1960|1960|1960|1960|1960|1960","$14,767",Cartier,Baignoire,,Quartz,Yellow gold,Yellow gold,2007,Very good,Women's watch,,
652,"Sinn 556
556.0114","$1,750",Sinn,556,556.0114,,,,2022,Very good,Men's watch/Unisex,,
4354,"Longines Equestrian
L61374872 - Equestrian Quartz Mother of Pearl Dial Stainless Steel Ladies Watch","$1,358",Longines,Equestrian,L61374872,Quartz,Steel,Calf skin,Unknown,New,Women's watch,30 mm,
2544,"Jaeger-LeCoultre Reverso Classique
Classic Monoface New 2023","$6,096",Jaeger-LeCoultre,Reverso Classique,Q2518540,Quartz,Steel,Crocodile skin,2022,New,Women's watch,40.1 x 24.4 mm,
