id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
10771,"Hublot Big Bang
Integral Grey Ceramic 42mm","$20,000",Hublot,Big Bang,451.FX.6923.FX,,,,2022,New,Men's watch/Unisex,42 mm,
18926,"Omega
Customised 35mm Handwinding Vintage with Green Dial 2605 2605","$1,391",Omega,,2605,,,,1946,Very good,Men's watch/Unisex,35 mm,
1336,"TAG Heuer Formula 1 Quartz
Black Dial Men's Watch - WAZ1112.BA0875","$1,164",TAG Heuer,Formula 1 Quartz,WAZ1112.BA0875,,,,Unknown,New,Men's watch/Unisex,41 mm,
180,"Zenith Chronomaster Sport
Ref. 03.3100.3600/21.M3100","$11,099",Zenith,Chronomaster Sport,03.3100.3600/21.M3100,,,,Unknown,Unworn,Men's watch/Unisex,"41,00 mm",
17622,"Seiko Presage
Sharp Edged Series","$1,049",Seiko,Presage,SPB167J1,,,,2022,New,Men's watch/Unisex,39.3 mm,
12277,,"$10,318",Rolex,Lady-Datejust,279171,,,,2020,,,28 mm,Good
404,"Longines Spirit
Pioneer Edition Automatic","$3,957",Longines,Spirit,L3.829.1.53.2,,,,2023 (Approximation),Unworn,Men's watch/Unisex,42 mm,
8326,"Breitling Navitimer
806 Re-Edition AB0910371B1X1 2020 Box and Papers","$9,065",Breitling,Navitimer,AB0910371B1X1,Manual winding,Steel,Leather,2020,Very good,Men's watch/Unisex,41 mm,
2961,"Hublot Big Bang Meca-10
Black Magic","$25,821",Hublot,Big Bang Meca-10,414.CI.1123.RX,,,,2023,New,Men's watch/Unisex,45 mm,
563,"Cartier Panthère
Ruban MoP","$1,788",Cartier,Panthère,2420,Quartz,Steel,Steel,Unknown,Good,Women's watch,21 mm,
5640,"Seiko Prospex
SBDC141 - Prospex Automatic Black Dial Stainless Steel Men's Watch","$1,219",Seiko,Prospex,SBDC141,Automatic,Steel,Textile,Unknown,Unworn,Men's watch/Unisex,40.5 mm,
40805,,"$4,695",Rolex,Datejust 36,1601,,,,1966,,,36 mm,Very good
59400,,"$4,350",Rolex,Oysterdate Precision,6694,,,,1978 (Approximation),,,35 mm,Very good
42780,,"$14,250",Rolex,Sea-Dweller,126600,,Steel,Steel,2021 (Approximation),,,43 mm,Good
6269,"IWC
SCHAFFHAUSEN デイト Cal.8541 自動巻き メンズ 754967 中古",$836,IWC,,,,,,Unknown,Fair,Men's watch/Unisex,36 mm,
4036,"Patek Philippe Chronograph
5170P-001 Blue Chronograph","$115,000",Patek Philippe,Chronograph,5170P-001,,,,2018 (Approximation),Very good,Men's watch/Unisex,39.4 mm,
13199,"Omega Seamaster
Chrono POLARIS 1/100 - quartz multifuncion steel gold - Full set","$2,360",Omega,Seamaster,,,,,1989 (Approximation),Very good,Men's watch/Unisex,38 mm,
21090,,"$85,734",Rolex,Daytona,116515LN,,Rose gold,Rubber,2022,,,40 mm,Unworn
