id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
32719,"Omega
Stoppuhr Ref. MG 6351 + Ref. MG 6301 und 2x Omega Halter W 1732 Full Set aus 1973+1967","$3,415",Omega,,,,,,1967 (Approximation),Good,,65 mm,
4439,"Tudor Black Bay
Heritage Blue","$3,226",Tudor,Black Bay,79220B,,,,Unknown,Good,Men's watch/Unisex,41 mm,
1134,"Oris Big Crown
01 748 7756 4064-07 8 22 08","$2,376",Oris,Big Crown,01 748 7756 4064-07 8 22 08,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,44 mm,
59899,,"$4,300",Rolex,Lady-Datejust,69174,,Steel,Steel,1996,,,26 mm,Fair
31440,,"$30,459",Rolex,Cellini Moonphase,50535,,,,2022,,,38 mm,Unworn
17758,"Omega Speedmaster
Moonwatch Co-Axial Automatic Steel Ref.31130445101002","$7,639",Omega,Speedmaster,311.30.44.51.01.002,Automatic,Steel,Steel,2021,Very good,Men's watch/Unisex,45 mm,
10269,"Longines
L5 142 7 Diamond Bezel K18 yellow gold","$3,338",Longines,,,,,,Unknown,Very good,,21 x 31 mm,
3049,"Hublot Big Bang 44 mm
Black Magic Chronograph","$9,201",Hublot,Big Bang 44 mm,301.CI.1770.RX,Automatic,Ceramic,Rubber,2013,Very good,Men's watch/Unisex,44 mm,
8132,"IWC
Halb Savonette Floral verziert 129g 55mm","$10,763",IWC,,,,,,1978 (Approximation),Very good,Men's watch/Unisex,55 mm,
5799,,"$12,357",Rolex,Datejust II,116334,,Steel,Steel,2011,,,41 mm,Very good
5287,"Jaeger-LeCoultre Master Ultra Thin Moon
Control Master Ultra Thin Moon Steel 39mm Black Dial","$10,695",Jaeger-LeCoultre,Master Ultra Thin Moon,Q1368471,Automatic,Steel,Crocodile skin,Unknown,Unworn,,39 x 43 mm,
38,"Vacheron Constantin Patrimony
Self-Winding 40mm",Price on request,Vacheron Constantin,Patrimony,85180/000G-9230,Automatic,White gold,Crocodile skin,2023,Unworn,Men's watch/Unisex,40 mm,
2116,"Tudor
Black Bay Chrono S&G 79363N January 2022","$6,492",Tudor,,79363N,,,,2022,Unworn,,41 mm,
4685,"Oris Aquis Small Second
Date Men's Watch 743-7673-4135MB","$1,895",Oris,Aquis Small Second,01 743 7673 4135-07 8 26 01PEB,,,,Unknown,Very good,,46 mm,
64375,,"$10,169",Rolex,Explorer II,16570,,Steel,Steel,1998,,,40 mm,Very good
12835,,"$14,660",Rolex,Datejust 36,126203,,,,Unknown,,,36 mm,Unworn
