id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
4998,,Price on request,Rolex,Datejust 36,126231,,,,Unknown,,,36 mm,Unworn
4841,"Omega Constellation Ladies
131.20.25.60.13.001 - Constellation Quartz Brown Dial Stainless Steel Ladies Watch","$4,098",Omega,Constellation Ladies,131.20.25.60.13.001,Quartz,Rose gold,Steel,Unknown,New,Women's watch,25 mm,
17868,,"$5,416",Rolex,Datejust 36,1601,,Steel,Steel,1972,,,36 mm,Good
16929,"Omega Seamaster 300
CK2913-4 1960","$17,609",Omega,Seamaster 300,2913,Automatic,Steel,Leather,1960,Fair,Men's watch/Unisex,39 mm,
37862,"Omega Speedmaster Professional Moonwatch
Co-Axial Master Chronometer","$5,750",Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.001,,,,2022,Very good,Men's watch/Unisex,42 mm,
48164,,"$13,550",Rolex,Milgauss,116400GV,,Steel,Steel,2020,,,40 mm,Very good
8486,"Hublot Big Bang Meca-10
414.NI.1123.RX","$15,118",Hublot,Big Bang Meca-10,414.NI.1123.RX,,,,2017,Very good,Men's watch/Unisex,45 x 15.95 mm,
1946,"Zenith Defy El Primero
95.9000.9004/78.R582","$12,640",Zenith,Defy El Primero,95.9000.9004/78.R582,Automatic,Titanium,Crocodile skin,2023,New,Men's watch/Unisex,44 mm,
1931,"Cartier Pasha
18K Yellow Gold 38mm","$22,957",Cartier,Pasha,,,,,Unknown,Very good,Women's watch,,
26082,,"$77,159",Rolex,Day-Date 40,228206,,Platinum,Platinum,2018,,,40 x 48 mm,Very good
6491,"Panerai Luminor Submersible
Quarantaquattro 44mm New 2023 Pam1229","$8,500",Panerai,Luminor Submersible,PAM 01229,,,,2023,New,Men's watch/Unisex,44 mm,
6023,"Longines
Grand classic L4 620 2",$326,Longines,,,,,,Unknown,Good,Men's watch/Unisex,33.4 mm,
18040,,"$3,295",Rolex,Oyster Perpetual Lady Date,79190,,,,Unknown,,,26 mm,Very good
9508,"Longines Master Collection
L2.629.4.78.6","$2,923",Longines,Master Collection,L2.629.4.78.6,,,,2023,Unworn,Men's watch/Unisex,40 mm,
8342,"Longines Présence
L4.322.2.12.7","$1,375",Longines,Présence,L4.322.2.12.7,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,,
12755,"Hublot Classic Fusion
Arturo Fuente Limited","$12,500",Hublot,Classic Fusion,511.NX.6670.LR.OPX17,,,,2018,New,Men's watch/Unisex,45 mm,
29143,,"$11,864",Rolex,Explorer,124273,,Gold/Steel,Gold/Steel,2023,,,36 mm,Unworn
30918,"Omega
オメガ OMEGA コンステレーション クアドラ ミニ 1148.90.41 K18YG無垢 純正ダイヤ シェル バングル レディース 腕時計クオーツ シルバー","$13,207",Omega,,,,,,Unknown,Good,Women's watch,15 mm,
33766,"Omega Constellation Quartz
Chronometer vintage original bracelet","$1,695",Omega,Constellation Quartz,,,,,1975 (Approximation),Very good,Men's watch/Unisex,,
5049,"TAG Heuer Carrera
02 Chronograph / 45mm / Calf Skin Strap","$3,846",TAG Heuer,Carrera,CBG2A10.FT6169,Automatic,Steel,Calf skin,2022 (Approximation),New,Men's watch/Unisex,45 mm,
12680,"TAG Heuer Carrera
Calibre Heuer 02 Chronograph 42mm","$3,900",TAG Heuer,Carrera,CBN2012.FC6483,,,,2020,Very good,Men's watch/Unisex,42 mm,
4575,"Panerai Radiomir 3 Days 47mm
パネライ ラジオミール S.L.C. 3デイズPAM00425","$6,451",Panerai,Radiomir 3 Days 47mm,PAM00425,Manual winding,Steel,,Unknown,Unworn,Men's watch/Unisex,47 mm,
8279,"Audemars Piguet Royal Oak Offshore Chronograph
Vampire","$27,426",Audemars Piguet,Royal Oak Offshore Chronograph,26470ST.OO.A101CR.01,Automatic,Steel,Leather,2015,Very good,Men's watch/Unisex,42 mm,
16991,"Seiko 5 Sports
Gmt Black",$459,Seiko,5 Sports,SSK001K1,,,,Unknown,New,Men's watch/Unisex,42.5 x 46 mm,
4358,"TAG Heuer Aquaracer 300M
PROFESSIONAL 300 ORANGE DIVER WBP201F.BA0632","$3,093",TAG Heuer,Aquaracer 300M,WBP201F.BA0632,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,43 mm,
27383,,Price on request,Rolex,Datejust 41,126300-0002,,,,2023,,,41 mm,New
43947,,"$11,500",Rolex,Datejust 41,126300,,Steel,Steel,2022,,,41 x 48 mm,Unworn
18666,"Seiko Prospex
DIVER SRPC23 ( NEW ) FREE SHIPPING",$699,Seiko,Prospex,,,,,Unknown,New,Men's watch/Unisex,45 mm,
29142,"Omega Seamaster Diver 300 M
007","$9,349",Omega,Seamaster Diver 300 M,210.90.42.20.01.001,Automatic,Titanium,Titanium,2022,Unworn,Men's watch/Unisex,42 mm,
8626,"TAG Heuer Formula 1 Quartz
WAZ111A.BA0875","$1,777",TAG Heuer,Formula 1 Quartz,WAZ111A.BA0875,,,,2023 (Approximation),New,Men's watch/Unisex,41 mm,
11838,,"$6,760",Rolex,Datejust 36,1603,,,,1969,,,36 mm,Good
11760,"Seiko Astron GPS Solar
ASTRON　日本正規品 SBXC069","$1,768",Seiko,Astron GPS Solar,SBXC069,Quartz,Titanium,Titanium,Unknown,New,Men's watch/Unisex,,
32910,"Omega Seamaster Diver 300 M
007 Like NEW","$10,261",Omega,Seamaster Diver 300 M,210.90.42.20.01.001,,,,2023,Very good,Men's watch/Unisex,42 mm,
10784,"Hublot King Power
731.QX.1140.NR.AGI12 Carbon Fiber 48mm watch","$15,900",Hublot,King Power,731.QX.1140.NR.AGI12,Automatic,,,Unknown,Very good,Men's watch/Unisex,48 mm,
1063,"IWC Portuguese
Regulateur","$25,727",IWC,Portuguese,IW544403,Manual winding,Platinum,Crocodile skin,Unknown,Very good,Men's watch/Unisex,43 mm,
6722,"Audemars Piguet Royal Oak Offshore Chronograph
44 Titanium & Ceramic - Full set AD Serviced in 2021","$35,348",Audemars Piguet,Royal Oak Offshore Chronograph,26400IO.OO.A004CA.01,,,,2017,Very good,Men's watch/Unisex,44 mm,
7797,"TAG Heuer Aquaracer 300M
WAY211A.BA0928","$1,944",TAG Heuer,Aquaracer 300M,WAY211A.BA0928,,,,2020,Very good,Men's watch/Unisex,41 mm,
19373,,"$13,260",Rolex,Datejust 36,126234,,Steel,Steel,2022,,,36 mm,Good
10728,"Breitling Navitimer
A33030 ナビタイマー クロノグラフ 自動巻き メンズ 保証書付き_748226 中古","$3,052",Breitling,Navitimer,A33030,Automatic,Steel,Steel,Unknown,Fair,Men's watch/Unisex,38 mm,
58903,,"$24,857",Rolex,Explorer,1016,,,,Unknown,,,36 mm,Very good
2928,"Vacheron Constantin
Skeleton 18k Gold Handaufzug Herrenuhr Medium Ref. 33014","$6,498",Vacheron Constantin,,,,,,1980,Very good,Men's watch/Unisex,30 mm,
46640,,"$42,500",Rolex,Day-Date 36,118238 KHANJAR,,,,Unknown,,,36 mm,
898,"Omega Constellation
29mm","$24,501",Omega,Constellation,131.50.29.20.53.003,Automatic,Rose gold,Rose gold,2022,Unworn,Women's watch,29 mm,
9014,"Audemars Piguet Royal Oak
14800ST","$18,500",Audemars Piguet,Royal Oak,,,,,Unknown,Very good,,36 mm,
4877,"Cartier Pasha
Miss Pasha Wrist Watch W3140007 Quartz Stainless Steel Used Women","$1,622",Cartier,Pasha,W3140007,Quartz,Steel,,Unknown,Very good,Women's watch,,
5795,"Richard Mille
Automatic Winding Lifestyle Flyback Chronograph White Ceramic",Price on request,Richard Mille,,RM72-01,,,,Unknown,New,Men's watch/Unisex,38.40 x 47.34 mm,
4616,"Zenith El Primero
03.0510.4002 クラス エル プリメロ クロノグラフ 自動巻き メンズ 良品 757936 中古","$2,380",Zenith,El Primero,03.0510.4002,Automatic,Steel,Leather,Unknown,Good,Men's watch/Unisex,40 mm,
3338,"Seiko
Vintage Super Bullseye “S Mark” Flying Arabic Indices",$296,Seiko,,,,,,1950 (Approximation),Very good,Men's watch/Unisex,31 mm,
8100,"Patek Philippe Calatrava
6119R-001","$37,510",Patek Philippe,Calatrava,6119R-001,,,,2023 (Approximation),New,Men's watch/Unisex,39 mm,
9758,"IWC Portuguese Perpetual Calendar
18k Rose Gold Watch Box/Papers 5021","$23,888",IWC,Portuguese Perpetual Calendar,5021,Automatic,Rose gold,Leather,Unknown,Very good,,44.2 mm,
26938,,"$7,166",Rolex,Datejust 31,68274,,,,1997,,,31 mm,Very good
7288,"Patek Philippe
Ref. 3900/1JA-014","$22,890",Patek Philippe,,,,,,1990 (Approximation),Very good,Men's watch/Unisex,32 mm,
12341,"Patek Philippe Perpetual Calendar
Moonphase 5140R-001 Rose Gold 37mm Box Papers","$54,999",Patek Philippe,Perpetual Calendar,5140R-001,,,,2011,Very good,,37 mm,
871,"Omega De Ville Prestige
Co-Axial Master Chronometer 34 MM","$9,967",Omega,De Ville Prestige,434.20.34.20.05.001,Automatic,Rose gold,Rose gold,2023,New,Women's watch,34 mm,
3346,"Jaeger-LeCoultre Master Calendar
Master Calendar Q1558420","$8,856",Jaeger-LeCoultre,Master Calendar,Q1558420,,,,Unknown,Very good,Men's watch/Unisex,39 mm,
6589,"Audemars Piguet Royal Oak
4100BA","$41,465",Audemars Piguet,Royal Oak,4100BA,Automatic,Yellow gold,Yellow gold,Unknown,Good,Men's watch/Unisex,36 mm,
10076,"Breitling Super Avenger
A13370","$7,649",Breitling,Super Avenger,A13370,,,,2012,Very good,Men's watch/Unisex,48 x 18 mm,
