id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
2269,,"$11,576",Rolex,Explorer,124270,,Steel,Steel,2022,,,36 mm,Good
7705,"TAG Heuer Carrera Calibre 5
WAR211A.BA0782","$1,690",TAG Heuer,Carrera Calibre 5,WAR211A.BA0782,,,,2019 (Approximation),Good,Men's watch/Unisex,39 mm,
47451,,"$14,000",Rolex,Datejust 41,126303,,Gold/Steel,Gold/Steel,2021,,,41 mm,New
4812,"Longines Présence
L43214126 - Présence Automatic White Dial Ladies Watch","$1,224",Longines,Présence,L43214126,Automatic,Steel,Steel,Unknown,New,Women's watch,25.5 mm,
9308,"Patek Philippe Calatrava
3410","$9,900",Patek Philippe,Calatrava,3410,,,,1965,Fair,Men's watch/Unisex,35 mm,
28262,,"$19,185",Rolex,Sea-Dweller Deepsea,136660,,,,2023,,,44 mm,Unworn
12607,"Longines La Grande Classique
ロンジン グランドクラシック L4.209.4 クォーツ レディース_719924 中古",$347,Longines,La Grande Classique,L4.209.4,Quartz,Steel,Steel,Unknown,Fair,Women's watch,23 mm,
1958,"Seiko Prospex
King Samurai Save The Ocean Manta Ray SRPE33K1 SRPE33 NEW",$488,Seiko,Prospex,SRPE33K1,,,,2020 (Approximation),New,Men's watch/Unisex,,
15046,"Longines La Grande Classique
37mm - L4.766.4.51.6",$975,Longines,La Grande Classique,L4.766.4.51.6,Quartz,Steel,Steel,Unknown,Unworn,,37 mm,
5721,"Tudor Royal
極美品 箱・保証書付き チュードル ロイヤル デイト 28400 自動巻き ボーイズ_735256 中古","$1,685",Tudor,Royal,28400,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,34 mm,
22960,,"$6,108",Rolex,Datejust Oysterquartz,17000,,,,Unknown,,,35 mm,Very good
21951,"Omega Seamaster
preBond professional 200m","$1,140",Omega,Seamaster,396.1062,,,,Unknown,Very good,Men's watch/Unisex,35 x 40 mm,
6678,"Patek Philippe Nautilus
Chronograph 18K Rose Gold & Stainless Steel 5980/1AR-001 - ATS-W007798","$139,315",Patek Philippe,Nautilus,5980/1AR-001,Automatic,Gold/Steel,Rose gold,2022,Unworn,Men's watch/Unisex,40.5 mm,
848,"Oris Divers Sixty Five
01 733 7707 4053-07 8 20 18",Price on request,Oris,Divers Sixty Five,01 733 7707 4053-07 8 20 18,,,,2021,New,Men's watch/Unisex,40 mm,
8429,"Longines HydroConquest
Automatic","$2,693",Longines,HydroConquest,L3.783.4.96.6,,,,2022,Unworn,Men's watch/Unisex,41 mm,
19931,,"$16,412",Rolex,Submariner Date,116613LB,,Gold/Steel,Gold/Steel,2018,,,40 mm,Good
19287,"Seiko Prospex
Captain Willard Diver Scuba Automatic SBDC109","$1,250",Seiko,Prospex,SBDC109,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,42.7 x 46 mm,
6587,"Cartier
 Vendôme","$1,281",Cartier,,,,,,1994,Very good,Women's watch,27 x 23 mm,
839,,"$14,250",Rolex,Datejust 36,126234,,Steel,Steel,2023,,,36 mm,Unworn
5429,"Panerai Luminor 1950 8 Days GMT
AISI 316L Brushed Steel with AM/PM Indicator Three-Barrell PAM 233",Price on request,Panerai,Luminor 1950 8 Days GMT,PAM 00233,,,,Unknown,Unworn,Men's watch/Unisex,44 mm,
6926,"Omega Seamaster Aqua Terra
231.10.39.21.02.002 - Seamaster Aqua Terra 150M Master Co-Axial 38.5 mm Automatic Silver D","$3,768",Omega,Seamaster Aqua Terra,231.10.39.21.02.002,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,38.5 mm,
6062,"IWC Big Pilot Top Gun
IW506003","$18,417",IWC,Big Pilot Top Gun,IW506003,,,,2022,Unworn,Men's watch/Unisex,46 mm,
128,"Omega Speedmaster Spacemaster Z-33
Chronograph 325.92.43.79.01.002","$5,130",Omega,Speedmaster Spacemaster Z-33,325.92.43.79.01.002,Quartz,Steel,Leather,2023,New,Men's watch/Unisex,43 mm,
6052,"IWC Pilot Chronograph
Rose Gold","$17,842",IWC,Pilot Chronograph,IW371713,,,,2012,Good,Men's watch/Unisex,42 mm,
2293,"IWC
Vintage Square 18K Rosegold Manual-wind Watch","$1,789",IWC,,,,,,1943 (Approximation),Good,Men's watch/Unisex,27 mm,
34202,"Omega Seamaster Planet Ocean
39.5mm","$4,897",Omega,Seamaster Planet Ocean,215.30.40.20.01.001,,,,2022,Very good,Men's watch/Unisex,39.5 mm,
