id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
1699,,Price on request,Rolex,Day-Date 36,118238,,Yellow gold,Yellow gold,2000,,,36 mm,Unworn
9765,"Audemars Piguet Royal Oak Offshore
67450st Womens Quartz Watch White Dial 29mm","$8,495",Audemars Piguet,Royal Oak Offshore,,,,,Unknown,Good,Women's watch,29 mm,
1151,"Panerai Luminor Chrono
Chronograph Montegrappa Exclusive No. F PAM00162","$5,716",Panerai,Luminor Chrono,PAM00162,Automatic,,,Unknown,Good,Men's watch/Unisex,44 mm,
11213,"Omega Constellation
131.23.39.20.08.001","$7,012",Omega,Constellation,131.23.39.20.08.001,,,,2023 (Approximation),Unworn,Men's watch/Unisex,39 mm,
12086,"TAG Heuer Link
Chronograph 18k Yellow Gold and Steel Automatic 42mm Watch CJF2150","$2,200",TAG Heuer,Link,CJF2150,Automatic,Steel,Gold/Steel,Unknown,Very good,Men's watch/Unisex,42 mm,
7115,"Cartier Santos
2961","$4,557",Cartier,Santos,2961,,,,1990,Very good,Men's watch/Unisex,29 x 41 mm,
10679,"Cartier 21 Chronoscaph
カルティエ Cartier マスト21 クロノスカフW10197U2","$4,981",Cartier,21 Chronoscaph,W10197U2,Quartz,Steel,,Unknown,Unworn,Women's watch,32 mm,
10055,"Audemars Piguet Millenary Chronograph
25822ST/O/0001CR/01","$10,457",Audemars Piguet,Millenary Chronograph,25822ST,,,,2001,Very good,Men's watch/Unisex,,
12812,,"$24,252",Rolex,GMT-Master II,126711CHNR,,Gold/Steel,Gold/Steel,2020,,,40 mm,New
4489,"Jaeger-LeCoultre Reverso Lady
Diamanten 18K (0,750) Weissgold Damenuhr Ref. 265.3.08","$8,224",Jaeger-LeCoultre,Reverso Lady,265.3.08,Quartz,White gold,Crocodile skin,2000,Very good,Women's watch,33 x 20.5 mm,
2973,"TAG Heuer
Calibre Heuer 02 Accessoire 42 mm","$6,119",TAG Heuer,,CBN2011.BA0642,,,,Unknown,New,Men's watch/Unisex,42 mm,
3828,"IWC Portuguese Chronograph
IW371445","$5,698",IWC,Portuguese Chronograph,IW371445,,,,2005,Very good,Men's watch/Unisex,41 mm,
