id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
3624,"Longines Spirit
L38124932 - Longines Spirit Automatic Blue Dial Stainless Steel Men's Watch","$3,221",Longines,Spirit,L38124932,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,42 mm,
7861,"Audemars Piguet Royal Oak Lady
diamond 33mm rose gold","$31,562",Audemars Piguet,Royal Oak Lady,67651OR.ZZ.D010CA.01,,,,2020,Unworn,Women's watch,33 mm,
10010,"TAG Heuer Monaco Calibre 12
Automatic Chronograph CAW2110","$4,025",TAG Heuer,Monaco Calibre 12,CAW2110.FC6177,Automatic,Steel,Leather,Unknown,Good,Men's watch/Unisex,39 mm,
12870,"TAG Heuer Monaco Calibre 11
\"Heuer\" Monaco CAW211P.FC6356 Steve McQueen Calibre 11 39mm","$5,595",TAG Heuer,Monaco Calibre 11,CAW211P.FC6356,Automatic,Steel,Steel,2019,Very good,Men's watch/Unisex,39 mm,
8007,"TAG Heuer Carrera Calibre 16
CV201AK.BA0727","$2,620",TAG Heuer,Carrera Calibre 16,CV201AK.BA0727,,,,2017,Very good,Men's watch/Unisex,41 mm,
2194,"Tudor Royal
Automatic Champagne Dial Unisex Watch 28603-0006","$4,359",Tudor,Royal,28603-0006,,,,2023,Unworn,Men's watch/Unisex,41 mm,
3920,"Cartier Tank
Must Solarbeat WSTA0060","$3,830",Cartier,Tank,WSTA0060,,,,2023,Unworn,,29.5 x 22 mm,
12383,"Hublot Big Bang 44 mm
Stainless Steel RED Black 44mm Rubber 301.SX.130.RX Chrono Watch","$6,493",Hublot,Big Bang 44 mm,301.SX.130.RX,Automatic,Steel,Rubber,Unknown,Very good,Men's watch/Unisex,44 mm,
13995,"Longines HydroConquest
L3.781.4.96.6","$1,422",Longines,HydroConquest,L3.781.4.96.6,,,,2023,New,Men's watch/Unisex,41 mm,
5907,"Longines Conquest Classic
l2.385.5.87.3","$3,178",Longines,Conquest Classic,,Automatic,Steel,Leather,2023,New,Women's watch,34 mm,
3604,"Panerai Luminor Submersible 1950 3 Days Automatic
パネライ PAM00305 ルミノール サブマーシブル 1950 3デイズ チタニオ 自動巻き メンズ 良品 箱付き_760428 中古","$4,343",Panerai,Luminor Submersible 1950 3 Days Automatic,PAM00305,Automatic,Titanium,Rubber,Unknown,Good,Men's watch/Unisex,47 mm,
123,"Omega Constellation Men
CoAxial Chronometer 38 Mm","$4,914",Omega,Constellation Men,123.10.38.21.10.001,Automatic,Steel,Steel,2023,New,Women's watch,38 mm,
7737,"Hublot Big Bang
Referee 2018 Fifa World Cup Big Bang","$4,486",Hublot,Big Bang,400.NX.1100.RX,,,,2018,Very good,Men's watch/Unisex,49 mm,
808,"Audemars Piguet Royal Oak
15510OR.OO.1320OR.04","$91,000",Audemars Piguet,Royal Oak,15510OR.OO.1320OR.04,Automatic,Rose gold,Rose gold,2022,New,,,
34161,"Omega Seamaster Railmaster
2502.52.00","$2,561",Omega,Seamaster Railmaster,2502.52.00,,,,Unknown,Good,Men's watch/Unisex,41 mm,
4687,"Zenith Port Royal
03.0540.4021 ポートロワイヤル オープン クロノグラフ 自動巻き メンズ 良品 箱付き_751658 中古","$2,690",Zenith,Port Royal,03.0540.4021,Automatic,Steel,Leather,Unknown,Good,Men's watch/Unisex,34 mm,
53724,,"$14,995",Rolex,Datejust 31,178384 BKDJ,,Steel,Steel,Unknown,,,31 mm,Unworn
34485,"Omega Constellation
Diamomd","$5,000",Omega,Constellation,895.1080,,,,Unknown,Very good,Women's watch,23 mm,
6912,"Panerai Luminor Submersible
PAM 24 Stainless Steel","$7,057",Panerai,Luminor Submersible,PAM 24,,,,2008,Very good,,44 mm,
5638,,"$20,517",Rolex,Submariner Date,1680,,,,1979,,,40 mm,Good
5357,"Seiko Prospex
SPB181J1 - Prospex Automatic Black Dial Stainless Steel Men's Watch",$724,Seiko,Prospex,SPB181J1,Automatic,Steel,Steel,Unknown,Unworn,Men's watch/Unisex,45 mm,
397,"Tudor Black Bay Fifty-Eight
925","$4,368",Tudor,Black Bay Fifty-Eight,M79010SG-0002,Automatic,Silver,Textile,2021,New,Men's watch/Unisex,39 mm,
3487,"Tudor Black Bay
41mm - Black - Jubilee bracelet - New - 2023 - Full Set","$3,917",Tudor,Black Bay,,,,,2023,New,Men's watch/Unisex,41 mm,
2887,"Oris Big Crown ProPilot
Coulson Limited Edition Propilot","$4,321",Oris,Big Crown ProPilot,01 400 7784 8786-Set,,,,2023,New,Men's watch/Unisex,41 mm,
1350,"Breitling Colt 44
Full set","$2,473",Breitling,Colt 44,A7438710/G743,,,,2013,Good,Men's watch/Unisex,44 mm,
18476,"Omega De Ville Prestige
Chronometer Automatic Sapphire Glass 1681050 1681050","$1,984",Omega,De Ville Prestige,1681050,Automatic,Gold/Steel,,Unknown,Very good,Men's watch/Unisex,35 mm,
11155,"Longines Flagship
Turquoise Men 1970-1979",$516,Longines,Flagship,,,,,1970 (Approximation),Very good,Men's watch/Unisex,,
10375,"TAG Heuer Carrera Lady
Calibre 9 Automatik 29mm","$2,467",TAG Heuer,Carrera Lady,WBN2410.BA0621,Automatic,Steel,Steel,2023,New,Women's watch,29 mm,
14836,"Seiko
King Mechanical Automatic Ref. SPB285J1 Brown Dial Steel Bracelet","$1,658",Seiko,,SPB285J1,,,,Unknown,New,Men's watch/Unisex,37 mm,
711,"Jaeger-LeCoultre
Military Wrist Watch","$1,724",Jaeger-LeCoultre,,,,,,1943 (Approximation),Good,Men's watch/Unisex,36 x 43 mm lug to lug mm,
68847,,"$19,232",Rolex,Yacht-Master 37,268621,,,,Unknown,,,37 mm,New
7707,"Audemars Piguet
Royal Oak Tischkalender Ref. 2100","$7,781",Audemars Piguet,,,,,,Unknown,Very good,,,
6917,"Seiko Prospex
Blue Dial Silicone Seiko Prospex Solar 日本正規品　SBDJ055",$311,Seiko,Prospex,SBDJ055,,,,Unknown,New,Men's watch/Unisex,,
27699,,"$12,978",Rolex,Submariner (No Date),14060M,,Steel,Steel,2012,,,40 mm,Very good
2336,"Oris Big Crown ProPilot Day Date
01 752 7760 4065-07 8 22 08P","$1,977",Oris,Big Crown ProPilot Day Date,01 752 7760 4065-07 8 22 08P,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,44 mm,
54236,,"$6,999",Rolex,Datejust Turn-O-Graph,16253,,,,1986,,,36 mm,Very good
13202,"Longines
L3.381.4 コンクエスト デイト ムーンフェイズ クォーツ メンズ 美品 758763 中古",$617,Longines,,,,,,Unknown,Good,Men's watch/Unisex,34 mm,
50125,,"$44,490",Rolex,Submariner Date,126618LB,,Yellow gold,Yellow gold,2022,,,41 mm,Very good
6208,"Zenith Chronomaster Sport
03.3100.3600","$7,250",Zenith,Chronomaster Sport,03.3100.3600,,,,2021 (Approximation),Good,Men's watch/Unisex,41 mm,
50451,,"$10,150",Rolex,Datejust 31,178243 BLK SUN ROM OYS,,,,2008,,,31 mm,Very good
4754,"Patek Philippe Travel Time
5034J-001 Belt not included","$12,588",Patek Philippe,Travel Time,5034J-001,Manual winding,Yellow gold,Crocodile skin,1998 (Approximation),Very good,Men's watch/Unisex,34 mm,
15450,"Seiko Ananta
セイコー クロノグラフ SDGZ003/8R28-00R0 自動巻き メンズ_712872 中古",$695,Seiko,Ananta,,Automatic,Steel,Steel,Unknown,Fair,Men's watch/Unisex,42 mm,
7100,"Panerai Luminor 1950 3 Days GMT Automatic
PAM 00535 Black 42mm Steel Watch","$6,450",Panerai,Luminor 1950 3 Days GMT Automatic,PAM 00535,Automatic,Steel,Leather,2012,Very good,Men's watch/Unisex,42 mm,
13069,"Longines Conquest
Calendar 1950ties unpolished","$2,120",Longines,Conquest,,Automatic,Steel,Leather,1950,Very good,,35 mm,
20398,"Omega Seamaster Aqua Terra
220.10.41.21.10.001","$5,929",Omega,Seamaster Aqua Terra,220.10.41.21.10.001,,,,2022 (Approximation),Unworn,Men's watch/Unisex,41 mm,
2133,"TAG Heuer Connected
45mm Stainless Calibre Watch","$2,760",TAG Heuer,Connected,SBR8A80.BT6261,,,,2022,New,Men's watch/Unisex,45 mm,
14029,"Seiko
Sports Speed Timer",$512,Seiko,,6139-6032,,,,1971 (Approximation),Good,Men's watch/Unisex,41 mm,
12085,"Longines DolceVita
L5.155.6.16.6","$6,247",Longines,DolceVita,L5.155.6.16.6,,,,2010 (Approximation),Unworn,Women's watch,19.9 x 28 mm,
45,"Vacheron Constantin Overseas
Tourbillon 42.5mm",Price on request,Vacheron Constantin,Overseas,6000V/110A-B544,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,42.5 mm,
4347,"Omega Constellation Ladies
131.10.28.60.60.001 - Constellation Quartz Green Dial Stainless Steel Ladies Watch","$4,329",Omega,Constellation Ladies,131.10.28.60.60.001,Quartz,Steel,Steel,Unknown,New,Women's watch,28 mm,
10021,"Longines Heritage
Skin Diver Heritage","$1,406",Longines,Heritage,L2.822.4.56.2,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,42 mm,
9616,"IWC Pilot
Blue Angels Ceramic 44mm Automatic New 2023 IW389109","$10,000",IWC,Pilot,IW389109,,,,2023,New,Men's watch/Unisex,,
6633,"TAG Heuer Monaco
Chrono Automatic Cw2111-0 38mm Box & Papers","$3,361",TAG Heuer,Monaco,CW2111-0,,,,2007,Very good,Men's watch/Unisex,38 mm,
12649,,"$10,721",Rolex,Explorer,124270,,,,Unknown,,,36 mm,Unworn
7259,"Cartier Tank
Must SM","$5,381",Cartier,Tank,W4TA0016,Quartz,Steel,Satin,2022 (Approximation),Very good,Women's watch,22 x 29.5 mm,
40416,,"$44,645",Rolex,Daytona,116515ln,,Rose gold,Rubber,2022,,,40 mm,Unworn
35957,"Omega Constellation Ladies
Quartz Stainless steel & 18K Sedna Gold & Diamonds Lady’s Watch","$5,176",Omega,Constellation Ladies,131.20.28.60.63.001,,,,Unknown,New,Men's watch/Unisex,28 mm,
2805,"Cartier Pasha
Mispacha W3140025","$1,315",Cartier,Pasha,W3140025,Quartz,Steel,,Unknown,Good,,27 mm,
2833,"TAG Heuer
Sel S/el Damen Uhr Quartz Wg1212 35mm Mit Leder Band Vintage Th006",$459,TAG Heuer,,,,,,Unknown,Good,,35 mm,
10652,,Price on request,Rolex,Explorer II,226570,,Steel,Steel,2023,,,42 mm,Unworn
58228,,"$2,711",Rolex,Lady-Datejust,6916,,Steel,Steel,1970 (Approximation),,,26 mm,Good
3320,"Audemars Piguet Royal Oak Offshore Chronograph
2647OST.00.A027CA.01","$35,616",Audemars Piguet,Royal Oak Offshore Chronograph,,Automatic,Titanium,Rubber,2014,Very good,Men's watch/Unisex,42 mm,
1926,"Hublot Classic Fusion Blue
ceramic blue 542.cm.7170.lr","$9,867",Hublot,Classic Fusion Blue,542.CM.7170.LR,Automatic,Ceramic,Crocodile skin,2023,New,Men's watch/Unisex,42 mm,
1662,"Breitling Navitimer
Automatic 38",Price on request,Breitling,Navitimer,A17325241B1A1,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,38 mm,
8940,,"$23,135",Rolex,Lady-Datejust,279383RBR,,Gold/Steel,Gold/Steel,2023 (Approximation),,,28 mm,Unworn
10176,"IWC Portuguese Perpetual Calendar
II in Rose Gold on Brown Crocodile Leather Strap with Ivory Dial","$19,656",IWC,Portuguese Perpetual Calendar,IW502213,Automatic,,,Unknown,Very good,,42.3 mm,
2590,"Hublot Classic Fusion Quartz
King Gold Diamonds Quartz 33 mm","$21,071",Hublot,Classic Fusion Quartz,581.OX.1181.RX.1104,,,,Unknown,New,Women's watch,33 mm,
6685,"Cartier Santos
8191","$2,006",Cartier,Santos,8191,,,,Unknown,Good,Women's watch,27 x 32 mm,
10166,"Cartier Santos
Karree Automatic Large","$4,557",Cartier,Santos,2961,Automatic,Steel,Steel,Unknown,Very good,,29 mm,
732,"Cartier Pasha C
35 mm","$3,230",Cartier,Pasha C,2475,,,,2000,Very good,Men's watch/Unisex,35 mm,
10514,,"$28,213",Rolex,Datejust 36,126281RBR,,Gold/Steel,Gold/Steel,2023 (Approximation),,,36 x 44 mm,Unworn
6268,,"$22,534",Rolex,Datejust 41,126334,,,,Unknown,,,41 mm,New
10285,,"$9,192",Rolex,Submariner Date,16610,,,,Unknown,,,40 mm,Very good
70134,,"$14,435",Rolex,Datejust 31,278271,,Gold/Steel,Gold/Steel,2023,,,31 mm,New
16384,"Breitling
Premier B01 42mm Stainless Steel Blue Red Rubber Date Watch AB0118","$4,993",Breitling,,AB0118,,,,Unknown,Very good,Men's watch/Unisex,42 mm,
72384,,"$28,500",Rolex,Yacht-Master II,116681,,Gold/Steel,Gold/Steel,2023,,,44 mm,New
15240,"Longines HydroConquest
Black Dial - Inventory 4318",$799,Longines,HydroConquest,L3.741.4.56.6,Automatic,Steel,,Unknown,Very good,Men's watch/Unisex,39 mm,
4695,"Seiko Presage
Uomo SRPG23J1 Presage Cocktail",$413,Seiko,Presage,SRPG23J1,Automatic,Steel,Steel,2022,New,Men's watch/Unisex,40.5 mm,
5089,,"$44,351",Rolex,Daytona,116520,,Steel,Steel,2002,,,40 mm,Very good
35595,,"$9,415",Rolex,Oyster Perpetual 39,114300,,,,2019,,,39 mm,Good
1833,,"$25,000",Rolex,Sky-Dweller,326933,,,,2023,,,42 mm,New
11860,,"$10,935",Rolex,Datejust II,116300,,,,2017,,,41 mm,Very good
34223,"Omega
Large Three Register Chronograph ref. 2466 Cal.321 Solid 18K Gold Vintage Swiss Made","$5,975",Omega,,Omega 2466,,,,1947,Good,Men's watch/Unisex,38 x 46 mm,
49705,,"$10,495",Rolex,Datejust 41,126300,,,,2023,,,41 x 48 mm,New
71477,,"$15,115",Rolex,Submariner Date,1680,,,,1977,,,,Good
8800,"Cartier Calibre de Cartier Diver
中古 CARTIER カルティエ カリブル ドゥ カルティエ ダイバー WSCA0006 自動巻き メンズ J120152","$3,882",Cartier,Calibre de Cartier Diver,WSCA0006,Automatic,Steel,,Unknown,Fair,Men's watch/Unisex,43 mm,
5298,"Hublot Classic Fusion
KING GOLD DIAMONDS 38mm 565.OX.1480.RX.1204 Damen Uhr","$22,255",Hublot,Classic Fusion,565.OX.1480.RX.1204,Automatic,Rose gold,Rubber,2023,New,Men's watch/Unisex,38 mm,
1826,"Zenith
CLASS","$2,588",Zenith,,,,,,1980 (Approximation),New,Men's watch/Unisex,34 mm,
1794,"IWC Big Pilot
43","$10,337",IWC,Big Pilot,IW329303,Automatic,Steel,Leather,2023,New,Men's watch/Unisex,43 mm,
59967,,"$14,688",Rolex,Datejust 36,126234,,Steel,Steel,2023,,,36 mm,New
4540,"Zenith Defy
Extreme","$22,052",Zenith,Defy,10.9100.9004/22.I200,,,,2022 (Approximation),Unworn,Men's watch/Unisex,45 mm,
13557,"Cartier Tank Française
W50002N2 18K Yellow Gold Diamonds 1 Years Warranty #3001","$16,495",Cartier,Tank Française,W50002N2,Quartz,Yellow gold,Yellow gold,2010,Good,Women's watch,20 mm,
20303,"Omega Constellation
Gold Diamonds MOTHER OF PEARL AU 750 1167.75.00 95’","$5,689",Omega,Constellation,,,,,2001,Very good,Women's watch,,
17607,"Seiko Prospex
Monster",$513,Seiko,Prospex,SRPD29K1,,,,2023,New,Men's watch/Unisex,,
16229,"Seiko Chronograph
Moonphase 7A48-7000 1/10 seconds Early Quartz Chronograph",,Seiko,Chronograph,,,,,1985,Fair,Men's watch/Unisex,,
10607,,"$18,846",Rolex,Yacht-Master 40,116621,,Gold/Steel,Gold/Steel,2017,,,40 mm,Very good
3433,"Omega Constellation
steel 18kt gold diamond MOP dial 1262.75 22.5mm 2007","$2,497",Omega,Constellation,1262.75.00,,,,2007,Very good,Women's watch,22.5 mm,
27378,"Omega
中古 オメガ OMEGA 1561.71 コンステレーション ミニ マイチョイス クォーツ レディース 美品 保証書付き P#124211",$820,Omega,,,,,,Unknown,Very good,Women's watch,22.5 mm,
12061,"Omega Constellation
895.1080","$1,368",Omega,Constellation,895.1080,,,,Unknown,Fair,Women's watch,25 mm,
7186,"IWC
 Shaffhausen Vintage","$4,021",IWC,,,,,,Unknown,Very good,Men's watch/Unisex,36 mm,
13952,"Seiko Velatura
SPC007P",$450,Seiko,Velatura,,,,,2018 (Approximation),Unworn,Men's watch/Unisex,42 mm,
2514,"Breitling Aviator 8
AVI REF. 765 1953 RE-EDITION AB0920131B1X1 Watch","$7,708",Breitling,Aviator 8,AB0920131B1X1,,,,Unknown,New,Men's watch/Unisex,41 mm,
21002,,"$394,984",Rolex,Daytona,116598 SACO,,Yellow gold,Leather,2002,,,40 mm,Unworn
8548,"Omega Constellation
Omega Constellation de Luxe","$3,637",Omega,Constellation,,Automatic,Steel,Calf skin,1964,Good,Men's watch/Unisex,34 mm,
29183,,"$9,361",Rolex,Explorer II,16570,,,,2000,,,40 mm,Very good
12774,"TAG Heuer Carrera
Reissue 1964 CS3140 18K Yellow Gold","$7,479",TAG Heuer,Carrera,CS3140,,,,Unknown,Good,Men's watch/Unisex,36 mm,
4359,"Cartier
Vendôme",Price on request,Cartier,,,,,,1970 (Approximation),Very good,Men's watch/Unisex,,
4299,"Jaeger-LeCoultre Vintage
18 Karat Gelbgold Bamboo Damenuhr Handaufzug Vintage NOS 27 x 39 mm Kaliber P838","$4,599",Jaeger-LeCoultre,,,,,,Unknown,Very good,Women's watch,27 x 29 mm,
17266,"Omega Speedmaster
38 Co-Axial Chronograph 38 mm","$12,211",Omega,Speedmaster,324.28.38.50.02.001,Automatic,Gold/Steel,Leather,2023,New,Women's watch,38 mm,
5357,"Omega Seamaster Aqua Terra
(オメガ) Seamaster Aqua Terra 220.10.38.20.03.002","$5,110",Omega,Seamaster Aqua Terra,220.10.38.20.03.002,,,,Unknown,New,Women's watch,38 mm,
308,"Audemars Piguet Royal Oak Selfwinding
15551BC.ZZ.1356BC.02","$222,151",Audemars Piguet,Royal Oak Selfwinding,,,,,2023,New,Men's watch/Unisex,37 mm,
2883,,"$15,100",Rolex,Submariner Date,16610,,Steel,Steel,2009,,,40 mm,Very good
8282,"Audemars Piguet Royal Oak
14800ST #503","$19,396",Audemars Piguet,Royal Oak,14800st,,,,1995 (Approximation),Good,Men's watch/Unisex,36 mm,
29601,"Omega Seamaster Planet Ocean Chronograph
Co-Axial Chronograph 45.5mm Ref: 2218.50","$5,403",Omega,Seamaster Planet Ocean Chronograph,2218.50.00,Automatic,Steel,Steel,2010,Good,Men's watch/Unisex,45.5 mm,
59100,,"$8,450",Rolex,Explorer II,16570,,,,2002,,,40 mm,Very good
6530,"Richard Mille
Rose Gold RM 033 UNWORN","$117,700",Richard Mille,,RM 033,,,,Unknown,Unworn,Men's watch/Unisex,45.7 mm,
902,"Zenith
Victorious Manual steel",Price on request,Zenith,,,,,,1970 (Approximation),Very good,Men's watch/Unisex,35 x 42 mm,
2653,"Oris Big Crown Small Second Pointer Day
01 745 7629",$800,Oris,Big Crown Small Second Pointer Day,,,,,2018,Good,,44 mm,
410,"Vacheron Constantin
Chronograph 4072","$41,290",Vacheron Constantin,,4072,,,,Unknown,Good,Men's watch/Unisex,,
6309,"Breitling Chronomat
UB0136251B1U1","$12,837",Breitling,Chronomat,UB0136251B1U1,,,,2023,Unworn,Men's watch/Unisex,44 mm,
3948,"Hublot Classic Fusion Quartz
33mm","$7,927",Hublot,Classic Fusion Quartz,581.NX.1171.RX.1104,,,,2023,New,Women's watch,33 mm,
11078,"Hublot Classic Fusion Blue
521.NX.7170.RX Titanium With Blue Rubber Watch Blue Dial","$8,850",Hublot,Classic Fusion Blue,521.NX.7170.RX,Automatic,Titanium,Rubber,Unknown,Unworn,Men's watch/Unisex,45 mm,
185,"Vacheron Constantin Historiques
Carree Historique Limited Edition 18K Rose Gold","$13,227",Vacheron Constantin,Historiques,91030/000R,,,,2003,Very good,Men's watch/Unisex,32 x 36 mm,
22554,,"$12,500",Rolex,Submariner Date,16800,,Steel,Steel,Unknown,,,40 mm,Good
71436,,"$6,691",Rolex,Datejust 36,16200,,Steel,Steel,2001 (Approximation),,,36 mm,Good
11128,"Hublot Classic Fusion Chronograph
42mm 541.NX.2611.LR","$9,520",Hublot,Classic Fusion Chronograph,541.NX.2611.LR,Automatic,Titanium,Crocodile skin,Unknown,Unworn,Men's watch/Unisex,42 mm,
21361,"Omega De Ville
166.085",$642,Omega,De Ville,166.085,,,,1970 (Approximation),Good,Men's watch/Unisex,36 mm,
586,"Audemars Piguet Code 11.59
Selfwinding Chronograph 41mm","$40,054",Audemars Piguet,Code 11.59,26393BC.OO.A002CR.01,Automatic,White gold,Crocodile skin,2019,Very good,Men's watch/Unisex,41 mm,
20403,"Omega De Ville
Monocoque UFO Automatik Vintage 40mm 166.094 Cal 1002","$1,595",Omega,De Ville,166.094,Automatic,Steel,Leather,1970 (Approximation),Good,Men's watch/Unisex,40 mm,
296,"Panerai Luminor Marina 1950 3 Days Automatic
PAM 01392","$5,058",Panerai,Luminor Marina 1950 3 Days Automatic,PAM 01392,,,,2021 (Approximation),Very good,Men's watch/Unisex,42 mm,
3982,"Audemars Piguet Royal Oak Day-Date
cream dial","$36,726",Audemars Piguet,Royal Oak Day-Date,25572ST.OO.0789ST.01,Automatic,Steel,Steel,1984,Very good,Men's watch/Unisex,36 mm,
1374,"Vacheron Constantin Overseas
35mm Blue Dial Date Stainless Steel","$9,086",Vacheron Constantin,Overseas,72050,,,,2002,Very good,Men's watch/Unisex,35 mm,
9044,"Cartier Pasha C
Stainless Steel White Dial on Bracelet 35mm ref: 2324","$3,024",Cartier,Pasha C,2324,,,,2000 (Approximation),Very good,Men's watch/Unisex,35 mm,
16666,"Breitling Chronomat
B01 42 18kt Rose Gold & Steel Automatic Silver Dial IB0134 Box/Papers","$7,695",Breitling,Chronomat,IB0134101G1A1,Automatic,Gold/Steel,Steel,Unknown,New,Men's watch/Unisex,42 mm,
5267,"Omega De Ville Co-Axial
431.13.42.51.02.001-De Ville HOUR VISIO﻿N Co-axial Chronograph Watch BGTS","$4,815",Omega,De Ville Co-Axial,431.13.42.51.02.001,,,,Unknown,Unworn,Men's watch/Unisex,42 mm,
6621,,"$18,796",Rolex,Yacht-Master 40,116621,,,,2019,,,40 mm,Fair
42369,,"$14,599",Rolex,Datejust 36,126233,,Gold/Steel,Gold/Steel,2020,,,36 mm,Very good
29757,,"$33,498",Rolex,Yacht-Master 40,126655,,Rose gold,Rubber,2023,,,40 mm,Unworn
13460,"Seiko
17 jewels - Raro orologio vintage del 1974 con movimento meccanico automatico",$265,Seiko,,,,,,1974,Good,Men's watch/Unisex,36 x 40 mm,
