id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
29345,,"$23,412",Rolex,Sky-Dweller,326934,,Steel,Steel,2022,,,42 mm,New
1778,"IWC Da Vinci Automatic
Slate Dial Men's Watch","$6,768",IWC,Da Vinci Automatic,IW356605,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,40.4 mm,
64295,,"$16,138",Rolex,Submariner (No Date),124060,,,,2023,,,41 mm,Very good
5467,"Jaeger-LeCoultre Vintage
Manual Wind Dress Gold Case","$1,595",Jaeger-LeCoultre,,,,,,Unknown,Very good,Men's watch/Unisex,35 mm,
6301,"Richard Mille RM 011
Rm11-03","$246,202",Richard Mille,RM 011,RM 11-03 Ti,,,,2017 (Approximation),Very good,Men's watch/Unisex,49.94 mm,
51336,,"$15,999",Rolex,Lady-Datejust,279171,,,,Unknown,,,28 mm,Unworn
1548,"Vacheron Constantin Historiques
18 kt gold manual ref 33084 serviced","$4,486",Vacheron Constantin,Historiques,33084,,,,1990 (Approximation),Very good,Men's watch/Unisex,31 mm,
25951,"Omega
オメガ コンステレーション 35MM 自動巻き 機械式 ダイヤモンド 123.20.35.20.52.001 腕時計","$3,890",Omega,,123.20.35.20.52.001,,,,Unknown,New,Men's watch/Unisex,38 x 35 mm,
8236,"TAG Heuer Grand Carrera
CAV518B.FT6016","$3,796",TAG Heuer,Grand Carrera,CAV518B.FT6016,,,,Unknown,Good,Men's watch/Unisex,43 mm,
36468,,"$12,020",Rolex,Datejust II,,,Steel,Steel,Unknown,,,41 mm,
4583,"Oris Artelier Calibre 111
01 111 7700 6062-Set 1 23 86",Price on request,Oris,Artelier Calibre 111,01 111 7700 6062-Set 1 23 86,,,,Unknown,New,Men's watch/Unisex,,
16235,"Cartier Tank Américaine
White Gold Chronograph Mens Watch W2609456","$14,530",Cartier,Tank Américaine,W2609456,Automatic,White gold,Leather,Unknown,Very good,Men's watch/Unisex,52 x 31.1 mm,
14433,"Omega Seamaster
Vintage 1959 steel Seamaster stunning dial gold hour markers","$1,249",Omega,Seamaster,,,,,1959,Good,Men's watch/Unisex,34 x 40 mm,
22961,,"$16,200",Rolex,Submariner Date,126610LN,,Steel,Steel,2023 (Approximation),,,41 mm,New
1925,"IWC
3173 - 568/81","$1,945",IWC,,,,,,Unknown,Unworn,Women's watch,22 mm mm,
373,"Longines Conquest
L3.378.4.58.6",$745,Longines,Conquest,,Quartz,Steel,Steel,2023,New,Women's watch,36 mm,
9337,"Omega Seamaster Aqua Terra
220.12.41.21.03.002","$5,689",Omega,Seamaster Aqua Terra,220.12.41.21.03.002,,,,2023,New,Men's watch/Unisex,41 mm,
11931,"Patek Philippe Calatrava
White Gold Silver Dial Automatic Mens Watch 5296","$25,040",Patek Philippe,Calatrava,5296G,Automatic,White gold,Leather,Unknown,Very good,Men's watch/Unisex,38 mm,
3137,"Panerai Luminor Marina
PAM001","$6,298",Panerai,Luminor Marina,OP6518,,,,Unknown,Very good,Men's watch/Unisex,44 mm,
1150,"TAG Heuer Aquaracer Lady
WBD1315.BA0740","$5,336",TAG Heuer,Aquaracer Lady,WBD1315.BA0740,Quartz,Steel,Steel,2023,New,Women's watch,32 mm,
2251,"Oris Big Crown ProPilot
X Calibre 115","$6,355",Oris,Big Crown ProPilot,01 115 7759 7153-Set5 22 04TLC,Manual winding,Titanium,Leather,2023,New,Men's watch/Unisex,44 mm,
18830,"Seiko Prospex
SRPE03 Prospex KING Turtle Ceramic Sapphire Automatic",$515,Seiko,Prospex,SRPE03K1,,,,2023,New,Men's watch/Unisex,45 mm,
73,"Sinn 104
104.012 - 104 St Sa A Pilot Watch White Dial Brown Cowhide Leather Watch 41mm","$2,278",Sinn,104,104.012,Automatic,Steel,,Unknown,New,Men's watch/Unisex,41 mm,
24141,"Omega Speedmaster Professional Moonwatch
310.30.42.50.01.001","$6,727",Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.001,,,,2023,Unworn,Men's watch/Unisex,42 mm,
320,"Jaeger-LeCoultre
Mécanique","$1,438",Jaeger-LeCoultre,,,,,,1950 (Approximation),Fair,Men's watch/Unisex,"33,5 mm",
