id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
3796,"Hublot Classic Fusion
42mm Automatic 18K Rose Gold","$22,301",Hublot,Classic Fusion,542.OX.1181.LR,Automatic,Rose gold,Rubber,2023,New,Men's watch/Unisex,42 mm,
6632,,"$47,154",Rolex,Submariner Date,126618LN,,Yellow gold,Yellow gold,2023,,,41 mm,New
48326,,"$46,325",Rolex,Daytona,116519LN,,White gold,Rubber,2022,,,40 mm,Unworn
9907,"Hublot Big Bang Ferrari
Unico","$15,000",Hublot,Big Bang Ferrari,402.QU.0113.WR,,,,2015,Very good,Men's watch/Unisex,45 mm,
6526,"Cartier Tank Solo
LM","$4,669",Cartier,Tank Solo,W5200004,Quartz,Gold/Steel,Crocodile skin,Unknown,Good,Men's watch/Unisex,34.8 x 27.4 mm,
27884,,"$46,951",Rolex,Daytona,116519LNG,,,,Unknown,,,40 mm,Very good
15125,"Omega Constellation Men
Co-Axial","$7,843",Omega,Constellation Men,123.20.38.21.02.007,,,,2023,New,Men's watch/Unisex,38 mm,
20736,"Omega Seamaster 300
Co-Axial Master Chronometer 41 MM 234.32.41.21.03.001","$6,670",Omega,Seamaster 300,234.32.41.21.03.001,,,,Unknown,New,Men's watch/Unisex,41 mm,
68307,,"$56,380",Rolex,Daytona,116509-0055,,,,2023,,,40 mm,Unworn
1082,"Breitling Chrono-Matic
A41360 on Bracelet","$3,800",Breitling,Chrono-Matic,A41360,Automatic,Steel,Leather,Unknown,Good,Men's watch/Unisex,44 mm,
10414,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
15407OR.OO.1220OR.01",Price on request,Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407OR.OO.1220OR.01,Automatic,Rose gold,Rose gold,Unknown,,,41 mm,
18717,"Omega
Extremly Rare Oversize Jumbo Vintage 37mm Black-Grey Sector Two Tone Dial vintage","$7,798",Omega,,,,,,1940,Very good,Men's watch/Unisex,37 mm,
14578,"Seiko Alpinist
SPB355J1",$871,Seiko,Alpinist,SPB355J1,,,,2023,Unworn,Men's watch/Unisex,39.5 mm,
6990,"Hublot Big Bang Tutti Frutti
Orange 41mm","$13,145",Hublot,Big Bang Tutti Frutti,341.SO.6010.LR.1906,,,,2018 (Approximation),Good,Men's watch/Unisex,41 mm,
60609,,"$8,707",Rolex,Datejust 31,178274NG,,,,Unknown,,,31 mm,Fair
14855,,"$5,586",Rolex,Datejust 36,1603,,Steel,Steel,1996 (Approximation),,,36 mm,Very good
35601,,"$9,530",Rolex,Datejust 31,278240,,Steel,Steel,2023,,,31 mm,New
18712,,"$6,668",Rolex,Datejust 36,16233,,,,1994 (Approximation),,,36 mm,Good
11904,"Longines Spirit
Zulu Time","$2,778",Longines,Spirit,L3.812.4.93.6,,,,2022,Very good,Men's watch/Unisex,42 mm,
61804,,"$7,750",Rolex,Datejust 36,16233,,,,1993,,,36 mm,Very good
