id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
12757,"Cartier Tank Française
30mm Stainless Steel W4TA0009","$8,700",Cartier,Tank Française,W4TA0009,,,,2023,New,Women's watch,30 x 25 mm,
4633,"Oris Aquis Date
CAL. 400 41.5mm Blue Dial Bracelet | Model # 01 400 7769 4135-07 8 22 09PEB","$3,279",Oris,Aquis Date,,,,,2023,New,Men's watch/Unisex,41.5 mm,
6782,"Tudor Black Bay Fifty-Eight
925","$4,359",Tudor,Black Bay Fifty-Eight,M79010SG-0001,Automatic,Silver,Leather,2022,New,Men's watch/Unisex,39 mm,
61430,,"$6,149",Rolex,Datejust 36,16233,,,,Unknown,,,36 mm,Very good
18192,,"$30,996",Rolex,Explorer II,1655,,,,1979,,,40 x 47 mm,Very good
29308,,"$3,384",Rolex,Air King,5500,,Steel,,1982 (Approximation),,,34 mm,Very good
1800,"Audemars Piguet Royal Oak Jumbo
\"Jumbo\" Extra-Thin 16204OR.OO.1240OR.03",Price on request,Audemars Piguet,Royal Oak Jumbo,16204OR.OO.1240OR.03,Automatic,Rose gold,Rose gold,Unknown,Unworn,,39 mm,
12442,"Seiko Prospex
SPB191J1 - ProspexMare - SPB191J1","$1,288",Seiko,Prospex,SPB191J1,Automatic,Titanium,Plastic,2023,New,Men's watch/Unisex,43.5 mm,
4931,"IWC Pilot Spitfire Chronograph
IW377719","$4,445",IWC,Pilot Spitfire Chronograph,IW377719,Automatic,Steel,Steel,Unknown,Good,Men's watch/Unisex,43 mm,
15509,"Cartier Ballon Bleu 28mm
W69010Z4","$3,249",Cartier,Ballon Bleu 28mm,W69010Z4,,,,Unknown,Very good,Women's watch,28 mm,
7791,"TAG Heuer Carrera Calibre 8
WAR5012.FC6326","$1,908",TAG Heuer,Carrera Calibre 8,WAR5012.FC6326,,,,Unknown,Good,Men's watch/Unisex,41 mm,
9682,"Patek Philippe Pagoda
1952 Vintage Mens Ref. 1588 \"Pagoda\" Serpico Y Laino Large Rectangular Watch - 18K Gold wi","$14,996",Patek Philippe,Pagoda,,Manual winding,White gold,Leather,1952,Very good,Men's watch/Unisex,24 x 40 mm,
47001,,"$17,850",Rolex,Submariner Date,126613LN,,Gold/Steel,Gold/Steel,2023,,,41 mm,New
8695,"Longines Elegant
Collection","$2,476",Longines,Elegant,L4.310.5.11.7,Automatic,Gold/Steel,Steel,2023,New,,,
6742,"Hublot Big Bang Unico
Blue Magic","$20,561",Hublot,Big Bang Unico,441.ES.5119.RX,,,,2021 (Approximation),Unworn,Men's watch/Unisex,42 mm,
8682,"Cartier Tank Vermeil
中古 カルティエ CARTIER 590005 マストタンク ヴェルメイユ SV925(GP)/レザー クォーツ ユニセックス K#123829","$1,387",Cartier,Tank Vermeil,590005,Quartz,Silver,,Unknown,Fair,Men's watch/Unisex,23 mm,
69733,,"$8,969",Rolex,Oyster Perpetual 41,124300,,Steel,Steel,Unknown,,,41 mm,New
6086,,"$28,100",Rolex,Explorer II,1655,,Steel,Steel,1975,,,40 x 47 mm,Good
690,"Hublot Classic Fusion Racing Grey
with Rubber Strap 45mm","$6,821",Hublot,Classic Fusion Racing Grey,511.NX.7071.RX,,,,2023,New,Men's watch/Unisex,45 mm,
6817,"Hublot Classic Fusion Racing Grey
521.OX.7081.RX","$30,019",Hublot,Classic Fusion Racing Grey,521.OX.7081.RX,,,,2023,Unworn,Men's watch/Unisex,,
3000,"Vacheron Constantin
Geneve 18K Yellow Gold watch","$3,400",Vacheron Constantin,,,,,,Unknown,Good,,27 x 26.5 mm,
28457,"Omega De Ville Prestige
Small Seconds 4520.31.00","$1,966",Omega,De Ville Prestige,4520.31.00,Manual winding,Steel,Steel,Unknown,Good,Men's watch/Unisex,34.5 mm,
7917,"Tudor Black Bay
Heritage Black Bay Watch Blue Leather M79230b-0007","$3,195",Tudor,Black Bay,M79230B-0007,,,,2023,New,Men's watch/Unisex,41 mm,
49,"Panerai Luminor 1950 3 Days GMT Automatic
42mm","$10,613",Panerai,Luminor 1950 3 Days GMT Automatic,PAM01535,Automatic,Steel,Leather,2023,Unworn,Men's watch/Unisex,42 mm,
2235,,"$8,690",Rolex,Explorer,124270,,Steel,Steel,2021,,,36 mm,Very good
2638,"Panerai Radiomir Black Seal
PAM00380 2011 Box and Papers","$4,402",Panerai,Radiomir Black Seal,PAM00380,Manual winding,Steel,Leather,2011,Very good,Men's watch/Unisex,45 mm,
2344,"Zenith Defy
Vintage XL Automatic 28800 Top Condition","$2,174",Zenith,Defy,,,,,Unknown,Very good,Men's watch/Unisex,38 x 45 mm,
