id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
32719,"Omega
Stoppuhr Ref. MG 6351 + Ref. MG 6301 und 2x Omega Halter W 1732 Full Set aus 1973+1967","$3,415",Omega,,,,,,1967 (Approximation),Good,,65 mm,
4439,"Tudor Black Bay
Heritage Blue","$3,226",Tudor,Black Bay,79220B,,,,Unknown,Good,Men's watch/Unisex,41 mm,
10434,"TAG Heuer Carrera
Calibre Heuer 02 Automatik Chronograph 44mm","$5,739",TAG Heuer,Carrera,CBN2A1B.BA0643,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,44 mm,
66966,,"$26,552",Rolex,Datejust 36,126283RBR,,Gold/Steel,Gold/Steel,2023,,,36 x 44 mm,Unworn
20469,"Omega Globemaster
Constellation Globemaster","$8,551",Omega,Globemaster,130.33.39.21.02.001,,,,2023 (Approximation),Unworn,Men's watch/Unisex,39 mm,
5583,"IWC Ingenieur
866D on original Gay Freres beads of rice bracelet.","$8,036",IWC,Ingenieur,,Automatic,Steel,Steel,1968,Good,Men's watch/Unisex,37 mm,
43930,,Price on request,Rolex,Sky-Dweller,326933,,Gold/Steel,Gold/Steel,2022,,,42 mm,Unworn
1461,"Cartier Pasha C
2324 Automatic","$3,360",Cartier,Pasha C,2324,Automatic,Steel,Steel,2000 (Approximation),Very good,Men's watch/Unisex,35 mm,
29172,,"$145,089",Rolex,Daytona,116506,,Platinum,Platinum,2022,,,40 mm,New
16903,Omega,"$1,215",Omega,,,,,,1962,,,15.5 mm,
44421,,"$11,965",Rolex,Datejust 36,126234,,Steel,Steel,2022,,,36 mm,New
9592,"TAG Heuer Carrera Calibre 5
中古 タグホイヤー TAG HEUER WAR211A.BA0782 カレラ キャリバー5 デイト 自動巻き メンズ 良品 J#123058",$994,TAG Heuer,Carrera Calibre 5,WAR211A.BA0782,Automatic,Steel,,Unknown,Fair,Men's watch/Unisex,39 mm,
6698,"Audemars Piguet Royal Oak Chronograph
26320ST","$42,000",Audemars Piguet,Royal Oak Chronograph,26320ST,,,,Unknown,Very good,Men's watch/Unisex,41 mm,
8324,"Cartier Pasha C
GMT 35,5mm Silver Dial W31029M7 27/12/2002 7833U","$2,998",Cartier,Pasha C,2377,,,,2002,Very good,,"35,5 mm",
59337,,"$8,135",Rolex,Datejust 36,16233,,Gold/Steel,Gold/Steel,1990,,,36 mm,Very good
13356,"Seiko Sportura
SNA451 Chronograph Black Edition Saphirre",$224,Seiko,Sportura,,,,,Unknown,Very good,Men's watch/Unisex,41.5 mm,
