id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
1244,"Cartier Pasha
2400 With paper and box Good Condition Stahl Steel Diam984","$6,921",Cartier,Pasha,2400,Automatic,White gold,Leather,2006,Good,Women's watch,32 mm,
9631,"TAG Heuer
中古 TAG HEUER タグホイヤー S/el S35.006 クロノグラフ クォーツ メンズ I120026",$542,TAG Heuer,,S35.006,,,,Unknown,Fair,Men's watch/Unisex,39 mm,
69327,,"$19,773",Rolex,Daytona,116523,,Gold/Steel,Gold/Steel,2006,,,40 mm,Very good
6527,"Tudor Black Bay Bronze
Heritage Black Bay 43mm Bronze Case Browne Dial Diver Leather Strap M79250BM UNWORN - Warranty: 2022","$4,198",Tudor,Black Bay Bronze,,Automatic,Bronze,Leather,Unknown,Unworn,Men's watch/Unisex,43 mm,
22212,,"$5,000",Rolex,Air King,5500,,,,1989,,,34 mm,Very good
11018,"Patek Philippe Aquanaut
5167A-001","$64,500",Patek Philippe,Aquanaut,5167A-001,,,,Unknown,Unworn,Men's watch/Unisex,40 mm,
9394,"Omega Seamaster Railmaster
Co-Axial Master Chronometer 40 MM","$5,267",Omega,Seamaster Railmaster,220.10.40.20.03.001,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,40 mm,
36144,,"$76,875",Rolex,Day-Date 40,228235 Eisenkiesel Baguette,,,,2023,,,40 mm,New
13413,"Breitling Superocean Heritage II 42
mm - AB2010121B1A1 - Black DIAL","$5,060",Breitling,Superocean Heritage II 42,AB2010121B1A1,,,,2022,New,Men's watch/Unisex,42 mm,
14390,"Seiko
Navigator Timer 6117-6410",$725,Seiko,,6117-6410,,,,1970 (Approximation),Very good,Men's watch/Unisex,,
27296,,"$22,909",Rolex,Sky-Dweller,326933,,,,Unknown,,,42 mm,
2957,"Omega Seamaster Planet Ocean Chronograph
2210.50.00","$5,385",Omega,Seamaster Planet Ocean Chronograph,2210.50.00,,,,2008,Very good,Men's watch/Unisex,45.5 mm,
3313,"Jaeger-LeCoultre Master Compressor
146.8.97/1","$8,049",Jaeger-LeCoultre,Master Compressor,146.8.97/1,,,,2004,Unworn,Men's watch/Unisex,,
862,"Jaeger-LeCoultre Reverso Classic Small
Large Small Seconds","$9,190",Jaeger-LeCoultre,Reverso Classic Small,Q3858522,,,,2022,Unworn,Men's watch/Unisex,45.6 x 27.4 mm,
55608,,"$47,890",Rolex,Daytona,116515ln,,Rose gold,Rubber,2022,,,40 mm,Good
12155,"Patek Philippe Nautilus
Rose Gold Fully Loaded Diamond Set 5719/10R-010","$769,223",Patek Philippe,Nautilus,5719/10R-010,Automatic,Rose gold,Rose gold,2018,Unworn,Men's watch/Unisex,40 mm,
5055,"Longines Elegant
L49104976 - Elegant Automatic Blue Dial Diamond Men's Watch","$3,166",Longines,Elegant,L49104976,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,39.00 mm,
3246,"Omega Seamaster
Rare & Large Seamaster Cosmic 2000 Auto Date with Brown Spider Dial in Gold and Steel 1976","$2,367",Omega,Seamaster,166.128,Automatic,Gold/Steel,Leather,1976,Very good,Men's watch/Unisex,38 x 45 mm,
377,"Jaeger-LeCoultre Master Control
Reloj Master Control 830.8.A6.S","$15,174",Jaeger-LeCoultre,Master Control,,,,,Unknown,,,,
3417,"Oris Big Crown
X Cervo Volante","$2,008",Oris,Big Crown,01 754 7779 4065-Set,,,,2022 (Approximation),New,Men's watch/Unisex,38 mm,
64143,,"$10,112",Rolex,Air King,116900,,,,2021,,,40 mm,Unworn
12993,,"$7,900",Rolex,Yacht-Master,169622,,Steel,Steel,2007,,,29 mm,Good
24760,,"$57,969",Rolex,Daytona,116515ln,,Rose gold,Rubber,2021,,,40 mm,New
11686,"Cartier Tank Française
'Mother Of Pearl Dial' Ref. W51028Q3","$3,403",Cartier,Tank Française,W51028Q3,Quartz,Steel,Steel,2016,Very good,,20 x 25 mm,
2952,"Zenith El Primero Stratos Flyback
Chrono 2023 03.2060.405/21.m2060","$9,776",Zenith,El Primero Stratos Flyback,03.2060.405/21.M2060,,,,2023,New,Men's watch/Unisex,"45,5 mm",
9626,"Hublot Big Bang
Chukker Bang Edition Polo Titanium Ref. 317.NM.1137.VR","$8,599",Hublot,Big Bang,317.NM.1137.VR,,,,Unknown,Good,Men's watch/Unisex,44 mm,
16952,"Omega Seamaster Planet Ocean
'ETNZ Deep Black' GMT 35th America's Cup Special Edition","$9,855",Omega,Seamaster Planet Ocean,215.92.46.22.01.004,Automatic,,,2020,Very good,Men's watch/Unisex,45.5 mm,
7141,"Longines Flagship
men's watch L4.899.4.72.6","$1,138",Longines,Flagship,L4.899.4.72.6,,,,Unknown,New,Men's watch/Unisex,,
