id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
1572,,"$6,379",Rolex,,6517,,White gold,Leather,1962,,,25 mm,Good
51012,,"$26,018",Rolex,Daytona,116520,,Steel,Steel,2012,,,40 mm,Very good
11104,"Omega De Ville Prestige
424.10.40.20.02.004","$3,546",Omega,De Ville Prestige,424.10.40.20.02.004,,,,2022 (Approximation),Unworn,Men's watch/Unisex,39.5 mm,
1558,"Vacheron Constantin Overseas
4500V/110A - New","$30,901",Vacheron Constantin,Overseas,4500V/110A-B126,,,,2022,Very good,Men's watch/Unisex,41 mm,
68141,,"$48,605",Rolex,Day-Date 40,40 228235,,,,2019,,,40 mm,Very good
7849,"Cartier Santos Demoiselle
カルティエ サントスドゥモワゼルSM W25075Z5 SS クォーツ","$2,249",Cartier,Santos Demoiselle,W25075Z5,Quartz,Steel,Steel,Unknown,Very good,Women's watch,,
8436,,"$23,699",Rolex,Datejust 36,116139,,White gold,,2022,,,36 mm,Unworn
6912,"Tudor
ミニサブ プリンスオイスターデイト","$1,633",Tudor,,73091,,,,1990 (Approximation),Good,,33 mm,
43634,,"$23,950",Rolex,Day-Date 36,118238,,,,2003,,,36 mm,Very good
8516,"Tudor Black Bay Dark
79230DK-0005","$2,750",Tudor,Black Bay Dark,79230DK-0005,,,,2018,Good,Men's watch/Unisex,41 mm,
35072,,"$5,407",Rolex,Datejust 36,16220,,,,Unknown,,,,Very good
30435,,"$17,800",Rolex,Sea-Dweller,126603,,,,2019,,,43 mm,Very good
14345,"Longines Conquest
L3.379.4.76.6",$795,Longines,Conquest,L3.379.4.76.6,,,,Unknown,Unworn,Men's watch/Unisex,36 mm,
8974,"Breitling Lady J
J-CLASS","$2,243",Breitling,Lady J,D52064,,,,Unknown,Very good,Women's watch,31 mm,
8011,"Tudor Prince Oysterdate
72033","$2,699",Tudor,Prince Oysterdate,72033,,,,1978 (Approximation),Very good,Men's watch/Unisex,32 mm,
9345,"Audemars Piguet Royal Oak Offshore Chronograph
Carbon Ceramic 44mm on White Rubber Strap 26400AU",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26400AU.OO.A002CA.01,,,,Unknown,Unworn,Men's watch/Unisex,44 mm,
36294,"Omega Speedmaster Mark IV
Day-Date 42mm Stainless Steel Vintage","$3,200",Omega,Speedmaster Mark IV,,,,,Unknown,Very good,,,
5932,"Jaeger-LeCoultre Reverso Classic Small
Large Monoface Small Seconds Q3858522","$9,450",Jaeger-LeCoultre,Reverso Classic Small,Q3858522,Manual winding,Steel,Leather,2023 (Approximation),New,Men's watch/Unisex,45.6 x 27.4 mm,
