id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
32719,"Omega
Stoppuhr Ref. MG 6351 + Ref. MG 6301 und 2x Omega Halter W 1732 Full Set aus 1973+1967","$3,415",Omega,,,,,,1967 (Approximation),Good,,65 mm,
4439,"Tudor Black Bay
Heritage Blue","$3,226",Tudor,Black Bay,79220B,,,,Unknown,Good,Men's watch/Unisex,41 mm,
72582,,"$11,783",Rolex,Explorer II,16570,,Steel,Steel,2004,,,40 mm,Unworn
7990,"IWC Portuguese Automatic
Portugieser Black Dial 42.3mm Steel","$6,686",IWC,Portuguese Automatic,IW500109,Automatic,Steel,Leather,Unknown,Very good,Men's watch/Unisex,42.3 mm,
5141,"Jaeger-LeCoultre Rendez-Vous
Night & Day 29mm 3468410","$11,378",Jaeger-LeCoultre,Rendez-Vous,3468410,Automatic,Steel,Crocodile skin,2023,New,Women's watch,29 mm,
10276,"Omega Constellation Quartz
28 mm 131.25.28.60.52.001","$8,709",Omega,Constellation Quartz,131.25.28.60.52.001,Quartz,Steel,Steel,2023,New,Women's watch,28 mm,
8086,"Longines Elegant
Collection Automatic","$1,576",Longines,Elegant,L4.910.4.72.6,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,39 mm,
2106,"Longines Flagship
Automatic L42744876","$1,675",Longines,Flagship,L4.274.4.87.6,Automatic,Steel,Steel,2023,New,Women's watch,26 mm,
2352,"Tudor Prince Oysterdate
Vintage Prince Oysterdate Linen Dial Ref. 90520 SERVICED","$2,628",Tudor,Prince Oysterdate,90520,Automatic,Steel,Steel,1980 (Approximation),Good,Men's watch/Unisex,34 x 41 mm,
3120,"Seiko Presage
Men's SSA447J1 Presage Auto 3 hands Watch",$654,Seiko,Presage,SSA447J1,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,40.8 mm,
14785,,"$11,624",Rolex,Explorer II,16570,,Steel,Steel,2008,,,40 mm,Very good
1240,"Cartier Ballon Bleu 33mm
Automatic Pink","$5,725",Cartier,Ballon Bleu 33mm,WSBB0002,,,,2021,Very good,Women's watch,33 mm,
9881,"Breitling Navitimer 8
AB0117131C1P2","$5,955",Breitling,Navitimer 8,AB0117131C1P2,,,,2022 (Approximation),Very good,Men's watch/Unisex,43 mm,
60342,,"$7,800",Rolex,Explorer,114270,,,,Unknown,,,36 mm,Good
5741,"Audemars Piguet Royal Oak Day-Date
25594BA","$49,674",Audemars Piguet,Royal Oak Day-Date,25594BA,,,,1991,Good,Men's watch/Unisex,36 mm,
