id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
13793,"Omega Speedmaster Professional Moonwatch
Co-Axial Master Chronometer 310.30.42.50.01.001","$6,061",Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.001,,,,2021 (Approximation),New,Men's watch/Unisex,42 mm,
5900,"Audemars Piguet Royal Oak Offshore Chronograph
Ginza 7","$43,801",Audemars Piguet,Royal Oak Offshore Chronograph,26205AU.OO.D002CR.01,,,,2014,Very good,Men's watch/Unisex,42 mm,
518,"Vacheron Constantin Historiques
American 1921","$19,477",Vacheron Constantin,Historiques,82035/000R-9359,,,,2015,Very good,Men's watch/Unisex,40 mm,
8554,"Seiko Astron GPS Solar
NEXTER GPS Solar 2023 Limited Edition watch SBXC127/SSH127","$1,842",Seiko,Astron GPS Solar,SBXC127,,,,2023,New,Men's watch/Unisex,,
9246,"Longines La Grande Classique
de Longines","$1,834",Longines,La Grande Classique,L4.709.4.88.2,Quartz,Steel,Leather,2023,New,Women's watch,33 mm,
5610,"Patek Philippe
Naviquartz Marine Clock","$1,482",Patek Philippe,,E 1200,,,,1975,Incomplete,Men's watch/Unisex,,
928,"Panerai
PAM01616 - Luminor Submersible 1950 Automatic Black Dial Men's Watch","$16,274",Panerai,,PAM01616,,,,Unknown,New,Men's watch/Unisex,47 mm,
15403,"Breitling Chronomat 41
CB014012/BC08/378A Gold & Stainless Steel Watch","$7,940",Breitling,Chronomat 41,,Automatic,Gold/Steel,Steel,Unknown,Unworn,Men's watch/Unisex,41 mm,
6615,"Tudor Black Bay 41
79540 M79540-0004 Automatic","$2,383",Tudor,Black Bay 41,M79540-0004,Automatic,Steel,Steel,2022,Good,,36 mm,
9967,,"$22,261",Rolex,GMT-Master II,126711CHNR,,,,Unknown,,,40 mm,Good
8585,"Tudor Black Bay Fifty-Eight
M79030B-0003","$3,225",Tudor,Black Bay Fifty-Eight,M79030B-0003,,,,2023,Unworn,Men's watch/Unisex,39 mm,
15241,"Seiko 5 Sports
スポーツ SKX Sports Style Gmt 42.5mm SBSC003/4R34 流通限定モデル",$357,Seiko,5 Sports,SBSC003,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,42.5 x 46 mm,
12964,"Breitling Old Navitimer
Stahl/Gold","$5,176",Breitling,Old Navitimer,D13022,Automatic,Gold/Steel,Steel,Unknown,Very good,,41.5 mm,
65390,,"$14,425",Rolex,GMT-Master II,16710,,,,2000,,,40 mm,Very good
6094,"Seiko Selection
SBTM273 Solar wave correction stainless waterproof watch",$345,Seiko,Selection,,,,,Unknown,New,,,
4038,"Longines Record
L28214964 - Record Automatic Blue Dial Men's Watch","$2,256",Longines,Record,L28214964,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,40.00 mm,
3172,"Patek Philippe Vintage
Vintage collection Ref. 2406 18K Yellow Gold made in 1949","$19,535",Patek Philippe,Vintage,2406,Manual winding,Yellow gold,Crocodile skin,1949,Very good,Men's watch/Unisex,34 mm,
30130,,"$12,865",Rolex,,,,,,2015,,,40 mm,Very good
2560,"Vacheron Constantin Fiftysix
4600E/000R-B441","$18,755",Vacheron Constantin,Fiftysix,4600E/000R-B441,,,,2019,Very good,Men's watch/Unisex,40 mm,
12542,"Seiko Prospex
Automatic Sumo Blue Seiko New","$1,173",Seiko,Prospex,SPB321J1,,,,2023,New,Men's watch/Unisex,45 mm,
31650,"Omega Speedmaster Mark II
Ref. ST 145.014 / Delivered in Switzerland 21.12.1970","$5,505",Omega,Speedmaster Mark II,145.014,Manual winding,Steel,Steel,1970,Good,Men's watch/Unisex,42 x 45 mm,
6910,"TAG Heuer Carrera Lady
WAR1314.BA0778","$2,128",TAG Heuer,Carrera Lady,WAR1314.BA0778,,,,2023,Unworn,Women's watch,32 mm,
14378,"Omega Seamaster Aqua Terra
231.13.43.22.01.001","$6,841",Omega,Seamaster Aqua Terra,231.13.43.22.01.001,Automatic,Steel,Leather,Unknown,Very good,Men's watch/Unisex,43 mm,
4420,"Panerai
Radiomir Venti","$7,326",Panerai,,PAM02020,,,,2021,Very good,,45 mm,
774,"Breitling Crosswind Chronograph
B13055","$3,796",Breitling,Crosswind Chronograph,B13055,,,,2008 (Approximation),Good,Men's watch/Unisex,43 mm,
7769,"A. Lange & Söhne Lange 1
192.032","$41,250",A. Lange & Söhne,Lange 1,192.032,,,,2022,Very good,Men's watch/Unisex,38.5 mm,
