id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
53872,,"$5,999",Rolex,Datejust,,,,,1970 (Approximation),,,36 mm,Good
4036,"Audemars Piguet Edward Piguet
Chronograph","$20,199",Audemars Piguet,Edward Piguet,25987BC.OO.D002CR.01,Automatic,White gold,,Unknown,Very good,Men's watch/Unisex,49 x 29 mm,
8188,"TAG Heuer Carrera Calibre 16
(w Original Factory Stickers)","$3,254",TAG Heuer,Carrera Calibre 16,CV201AS.FC6429,Automatic,Steel,Leather,2023,New,Men's watch/Unisex,41 mm,
2767,"Hublot Classic Fusion Blue
581.NX.7170.LR - Classic Fusion Quartz Blue Dial Titanium Ladies Watch","$6,735",Hublot,Classic Fusion Blue,581.NX.7170.LR,Quartz,Titanium,Leather,Unknown,New,Women's watch,33 mm,
8986,"Longines PrimaLuna
L8.114.4.71.6","$1,089",Longines,PrimaLuna,L8.114.4.71.6,,,,2023 (Approximation),Unworn,Women's watch,34 mm,
61765,,"$11,190",Rolex,Explorer II,216570,,,,2010,,,42 mm,Very good
37349,"Omega Seamaster Diver 300 M
[007 No Time to Die] - 05/2023","$7,995",Omega,Seamaster Diver 300 M,210.90.42.20.01.001,,,,2023 (Approximation),Unworn,Men's watch/Unisex,42 mm,
7118,"Hublot Classic Fusion
38 Blue Titanium Bracelet Ref. 568.NX.7170.NX","$8,799",Hublot,Classic Fusion,568.NX.7170.NX,,,,2021,Unworn,Men's watch/Unisex,38 mm,
63662,,"$4,356",Rolex,Oyster Perpetual Date,1500,,Steel,Steel,1960,,,34 mm,Very good
12588,"TAG Heuer Targa Florio
CX2113 Vintage Limited Edition Targa Florio Fangio Men's Watch","$3,600",TAG Heuer,Targa Florio,CX2113,Automatic,Steel,Leather,Unknown,Good,Men's watch/Unisex,40 mm,
527,,Price on request,Rolex,Datejust 31,278240-0010,,,,2023,,,31 mm,Unworn
5747,"Audemars Piguet
25657BA","$24,213",Audemars Piguet,,25657BA,,,,1982,Good,Men's watch/Unisex,36 mm,
2188,"IWC Portuguese Chronograph
Portugieser","$9,554",IWC,Portuguese Chronograph,IW371617,,,,2023,New,Men's watch/Unisex,41 mm,
12762,,"$13,062",Rolex,GMT-Master II,16710,,,,2001 (Approximation),,,40 mm,Good
30689,,"$16,927",Rolex,GMT-Master II,16710,,Steel,Steel,2004 (Approximation),,,40 mm,Very good
36339,"Omega Globemaster
CO‑AXIAL MASTER CHRONOMETER ANNUAL CALENDAR 41mm 130.23.41.22.06.001","$11,900",Omega,Globemaster,130.23.41.22.06.001,,,,2023,New,Men's watch/Unisex,41 mm,
26866,"Omega Speedmaster Day Date
中古 オメガ OMEGA 3523.51 スピードマスター トリプルカレンダー 日本限定 自動巻き メンズ P#121224","$2,263",Omega,Speedmaster Day Date,,Automatic,Steel,,Unknown,Fair,Men's watch/Unisex,39 mm,
19659,"Omega Globemaster
Constellation Globemaster Co-Axial Master Chronometer Blue Men’s Watch","$8,600",Omega,Globemaster,130.23.39.21.03.001,Automatic,Gold/Steel,Crocodile skin,2023,New,Men's watch/Unisex,39 mm,
2625,"Oris Aquis Titanium Date
01 733 7730 7153-07 4 24 64TEB","$2,011",Oris,Aquis Titanium Date,01 733 7730 7153-07 4 24 64TEB,,,,2023,Unworn,Men's watch/Unisex,43.5 mm,
9650,"IWC Portofino Chronograph
\"150 Years\" Edition IW3910-23","$5,450",IWC,Portofino Chronograph,IW3910-23,Automatic,Steel,Crocodile skin,Unknown,Very good,Men's watch/Unisex,42 mm,
8373,"Hublot Classic Fusion
ceramic king gold 42 mn","$9,776",Hublot,Classic Fusion,,,,,2022,Very good,Men's watch/Unisex,42 mm,
12448,,"$4,847",Rolex,,69173,,Gold/Steel,Gold/Steel,Unknown,,,26 mm,Good
1536,"Omega Speedmaster Reduced
3510.50.00","$5,244",Omega,Speedmaster Reduced,3510.50.00,,,,Unknown,Very good,Men's watch/Unisex,39 x 45 mm,
9260,"Audemars Piguet Royal Oak Offshore Chronograph
Black Dial Carbon 26400AU.OO.A002CA.01",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26400AU.OO.A002CA.01,Automatic,Carbon,Crocodile skin,Unknown,Unworn,,44 mm,
3766,"Tudor Prince Oysterdate
Princess Oysterdate","$1,649",Tudor,Prince Oysterdate,,,,,Unknown,Very good,Women's watch,22 mm,
3973,"Tudor Black Bay
79230N LEATHER","$3,681",Tudor,Black Bay,M79230N-0008,,,,2022,Unworn,Men's watch/Unisex,41 mm,
8982,"IWC Portuguese Automatic
Portugieser IW500714 7 Day Power Reserve Stainless Steel with Burgundy Dial Watch","$14,705",IWC,Portuguese Automatic,IW500714,Automatic,Steel,Crocodile skin,Unknown,Unworn,Men's watch/Unisex,42 mm,
536,"Audemars Piguet Royal Oak Chronograph
26320OR.OO.D088CR.01","$47,773",Audemars Piguet,Royal Oak Chronograph,26320OR.OO.D088CR.01,,,,2014,Very good,Men's watch/Unisex,41 mm,
5443,"Hublot Classic Fusion Quartz
Titanium Pavé",Price on request,Hublot,Classic Fusion Quartz,581.NX.1470.RX.1704,Quartz,Titanium,Crocodile skin,2023,New,Men's watch/Unisex,,
122,"Hublot Classic Fusion Aerofusion
Titanium 45mm","$13,905",Hublot,Classic Fusion Aerofusion,525.NX.0170.LR,Automatic,Titanium,,2023,Unworn,Men's watch/Unisex,45 mm,
4936,"Audemars Piguet Royal Oak Selfwinding
(2023 Full Set) Royal Oak Selfwinding Rose Gold Blue 41mm","$110,879",Audemars Piguet,Royal Oak Selfwinding,15510OR.OO.1320OR.03,,,,2023,New,Men's watch/Unisex,41 mm,
9984,"Breitling Endurance Pro
X82310281B1S1","$3,439",Breitling,Endurance Pro,X82310281B1S1,Quartz,Carbon,Rubber,2023,Unworn,Men's watch/Unisex,44 mm,
22755,"Omega Seamaster DeVille
AUTOMATIC DATE","$2,622",Omega,Seamaster DeVille,136.020,,,,1965 (Approximation),Very good,Men's watch/Unisex,34 mm,
11858,"Seiko 5
SNKL41K1 Seiko automatic men's watch white silver dial 38mm stainless steel",$144,Seiko,5,SNKL41K1,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,,
23824,,"$8,463",Rolex,Explorer II,16570,,,,2003,,,40mm mm,Very good
4681,"Seiko
(セイコー) SSQW048",$514,Seiko,,SSQW048,,,,Unknown,New,,,
5696,"Breitling Superocean Heritage
’57 Outerknown Limited Edition U103701A1Q1W1","$6,384",Breitling,Superocean Heritage,U103701A1Q1W1,,,,2023,Unworn,Men's watch/Unisex,43 mm,
50350,,"$7,890",Rolex,Datejust Turn-O-Graph,116264,,,,2000,,,36 mm,Very good
32315,,"$14,579",Rolex,Datejust 41,126300,,Steel,Steel,2023,,,41 x 48 mm,New
41514,,"$8,234",Rolex,Datejust 36,16233,,Gold/Steel,Gold/Steel,1995 (Approximation),,,36 mm,Very good
15745,"Seiko Galante
極美品 SEIKO セイコー ガランテ GMT SBLA103 5R66-0BH0 スプリングドライブ メンズ 中古","$4,010",Seiko,Galante,,,,,Unknown,Very good,Men's watch/Unisex,44 mm,
902,"Breitling Avenger
Chronograph","$5,492",Breitling,Avenger,A13317,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,,
10127,"Hublot Classic Fusion
Special Edition Titanium Brown Rubber Black Dial Watch","$4,999",Hublot,Classic Fusion,,,,,Unknown,Very good,Men's watch/Unisex,45 mm,
51734,,"$11,650",Rolex,Lady-Datejust,69178,,,,Unknown,,,26 mm,Very good
22421,"Omega Constellation
Automatic Chronomètre cal.561","$1,915",Omega,Constellation,168004-63 SC,,,,1962,Very good,Men's watch/Unisex,34 mm,
10500,"Seiko
SUR312P1 Klassik Herrenuhr 39mm 10ATM",$268,Seiko,,SUR312P1,,,,Unknown,New,Men's watch/Unisex,39 mm,
6237,"Zenith El Primero Stratos Flyback
in Steel with Rose Gold Bezel on Steel and Rose Gold and Brown Dial","$9,880",Zenith,El Primero Stratos Flyback,51.2061.405/75.M2060,Automatic,,,Unknown,Very good,,45.5 mm,
