id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
32719,"Omega
Stoppuhr Ref. MG 6351 + Ref. MG 6301 und 2x Omega Halter W 1732 Full Set aus 1973+1967","$3,415",Omega,,,,,,1967 (Approximation),Good,,65 mm,
4439,"Tudor Black Bay
Heritage Blue","$3,226",Tudor,Black Bay,79220B,,,,Unknown,Good,Men's watch/Unisex,41 mm,
1134,"Oris Big Crown
01 748 7756 4064-07 8 22 08","$2,376",Oris,Big Crown,01 748 7756 4064-07 8 22 08,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,44 mm,
59899,,"$4,300",Rolex,Lady-Datejust,69174,,Steel,Steel,1996,,,26 mm,Fair
31440,,"$30,459",Rolex,Cellini Moonphase,50535,,,,2022,,,38 mm,Unworn
28575,,"$44,001",Rolex,Submariner Date,126618LB,,Yellow gold,Yellow gold,2022,,,41 mm,Very good
19640,,"$6,952",Rolex,Datejust 36,16030,,,,1978,,,36 mm,Very good
5850,"Cartier 21 Must de Cartier
28mm 1990 1340","$1,142",Cartier,21 Must de Cartier,1340,,,,1990,Very good,Women's watch,28 mm,
1012,"Jaeger-LeCoultre Reverso Classic Small Duetto
Q2662130","$37,380",Jaeger-LeCoultre,Reverso Classic Small Duetto,Q2662130,,,,2023 (Approximation),Unworn,,,
9210,"IWC Aquatimer Chronograph
Blue 44MM IW376704 Box Papers","$5,040",IWC,Aquatimer Chronograph,IW376704,Automatic,Steel,Rubber,Unknown,,,44 mm,
6251,"Hublot Classic Fusion
Orlinski 40 mm",Price on request,Hublot,Classic Fusion,550.NS.1800.RX.ORL19,,,,Unknown,New,Men's watch/Unisex,40 mm,
63528,,"$5,797",Rolex,Datejust 36,16220,,Steel,Steel,1989 (Approximation),,,36 mm,Good
4320,"Patek Philippe Nautilus
4700/1 - Diamond-set dial - with Extract from the Archives","$14,552",Patek Philippe,Nautilus,4700/1,,,,1986,Good,Women's watch,27 mm,
3877,"IWC
インターナショナルウォッチカンパニー ポートフィノ 手巻 Cal.1852 Ref.2009 750YG メンズ 時計 2210349","$4,400",IWC,,2009,,,,Unknown,Good,Men's watch/Unisex,34 mm,
10353,"Audemars Piguet Code 11.59
Selfwinding Chronograph 'Code 11.59' Lacquered Blue Dial 26393OR.OO.A028CR.01",Price on request,Audemars Piguet,Code 11.59,26393OR.OO.A028CR.01,Automatic,Rose gold,Crocodile skin,Unknown,New,,41 mm,
