id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
920,"Tudor Royal
28403-0006 - Tudor Royal Automatic Champagne Dial Stainless Steel Ladies Watch","$4,305",Tudor,Royal,28403-0006,Automatic,Steel,Steel,Unknown,New,Women's watch,34 mm,
6068,"Hublot Classic Fusion Blue
548.CM.7170.CM","$11,881",Hublot,Classic Fusion Blue,548.CM.7170.CM,,,,2023,Unworn,Men's watch/Unisex,42 mm,
37254,,"$13,299",Rolex,Submariner Date,,,Steel,Steel,2015,,,40 mm,Very good
3133,,"$12,631",Rolex,Sea-Dweller Deepsea,116660,,Steel,Steel,2009,,,44 mm,Very good
3475,"Zenith Defy
Revival A3691","$7,713",Zenith,Defy,03.A3642.670/3691.M3642,,,,2023 (Approximation),New,Men's watch/Unisex,37 mm,
7990,"Breitling Chronomat
B01 42","$7,822",Breitling,Chronomat,AB0134101G1A1,,,,Unknown,New,Men's watch/Unisex,42 mm,
1357,"Hublot Classic Fusion Racing Grey
Titanium 38mm","$6,981",Hublot,Classic Fusion Racing Grey,565.NX.7071.RX,Automatic,Titanium,Rubber,2023,Unworn,Men's watch/Unisex,38 mm,
32970,"Omega De Ville Trésor
40mm Silver Opaline Dial Nov 2022 Box & Papers","$5,916",Omega,De Ville Trésor,435.13.40.21.02.001,Manual winding,Steel,Leather,2022,Very good,Men's watch/Unisex,40 mm,
4416,"Omega Seamaster Diver 300 M
43.5mm","$10,204",Omega,Seamaster Diver 300 M,210.92.44.20.01.003,Automatic,Ceramic,Rubber,2023,Unworn,Men's watch/Unisex,43.5 mm,
1330,"Zenith Chronomaster Sport
03.3100.3600/69.m3100","$12,077",Zenith,Chronomaster Sport,03.3100.3600/69.M3100,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,41 mm,
42159,,"$7,150",Rolex,Datejust 36,16233,,Gold/Steel,Gold/Steel,1990 (Approximation),,,36 mm,Very good
1164,"Panerai Luminor Base Logo
PAM01086","$5,524",Panerai,Luminor Base Logo,PAM01086,,,,2023,New,Men's watch/Unisex,44 mm,
2806,"Patek Philippe Nautilus
Annual Calendar","$117,978",Patek Philippe,Nautilus,5726/1A,,,,2015 (Approximation),Good,Men's watch/Unisex,40.5 x 41 mm,
43594,,"$9,550",Rolex,Datejust II,116300-0004,,,,2013,,,41 mm,Very good
2938,"Jaeger-LeCoultre
GSTP Military pocket watch",$518,Jaeger-LeCoultre,,,,,,1940 (Approximation),Fair,Men's watch/Unisex,51.8 x 0.7 mm,
8500,,"$10,495",Rolex,Lady-Datejust,279160,,Steel,Steel,2023 (Approximation),,,28 mm,Unworn
2186,"Zenith
Chronomaster Open",Price on request,Zenith,,03.3300.3604/69.C823,,,,2023 (Approximation),Unworn,Men's watch/Unisex,39.5 mm,
24624,,"$9,581",Rolex,,9522,,,,1960 (Approximation),,,36 mm,Very good
6249,"Longines
Cal L978-2 Quartz vintage slim",$400,Longines,,,,,,Unknown,Good,Men's watch/Unisex,30 x 35 mm,
18535,,"$9,017",Rolex,Air King,116900,,Steel,Steel,2020,,,40 mm,Very good
37756,,"$13,500",Rolex,Datejust 41,126334,,Steel,Steel,Unknown,,,41 mm,Very good
