id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
3042,"Seiko
Quartz / Steel / Blue Dial / 7810-9009 / 34MM / Full Set / Papers + Box / 1977 / Vintage",$459,Seiko,,,,,,1977 (Approximation),Very good,Men's watch/Unisex,34 mm,
27454,,"$14,660",Rolex,Sea-Dweller 4000,16600,,Steel,Steel,2005,,,40 mm,Very good
6557,"TAG Heuer Carrera Calibre 16
Cv2050 Juan Manuel Fanglo Gold & Steel Automatic Chronograph","$2,681",TAG Heuer,Carrera Calibre 16,CV2050.BD0789,,,,Unknown,Very good,Men's watch/Unisex,41 mm,
5178,"Oris Aquis GMT Date
01 798 7754 4135-07 8 24 05PEB","$1,500",Oris,Aquis GMT Date,01 798 7754 4135-07 8 24 05PEB,,,,Unknown,Good,Men's watch/Unisex,43.5 mm,
18626,"Omega
Serviced Oversize Jumbo Vintage 37mm Sector Dial Two Tone Blued Hands vintage","$5,370",Omega,,,,,,1935,Very good,Men's watch/Unisex,37 mm,
11848,"TAG Heuer Carrera
Calibre Heuer 02 CBN2012.FC6483","$4,790",TAG Heuer,Carrera,CBN2012.FC6483,Automatic,Steel,Crocodile skin,Unknown,Unworn,Men's watch/Unisex,42 mm,
837,"Jaeger-LeCoultre Memovox
Vintage Memovox Cal. 911 black dial","$3,934",Jaeger-LeCoultre,,,Manual winding,Steel,Leather,1965 (Approximation),Good,Men's watch/Unisex,37 mm,
908,"IWC Portuguese Automatic
IW500107","$10,256",IWC,Portuguese Automatic,IW500107,,,,2008,Very good,Men's watch/Unisex,42 mm,
3412,,"$14,389",Rolex,Submariner Date,116610LN,,Steel,Steel,2016,,,40 mm,Very good
24962,,"$20,302",Rolex,Day-Date 36,18048,,Yellow gold,Yellow gold,1981,,,36 mm,Very good
3285,"Seiko
SSC917P1 Black Series Prospex Speedtimer Night Vision",$719,Seiko,,SSC917P1,,,,2023,New,Men's watch/Unisex,39 mm,
13340,"Seiko
DX 6106-7047 17 Jewels",$219,Seiko,,,,,,1975,Good,Men's watch/Unisex,36 mm,
2684,"Seiko Presage
Automatic Watch SARX047 with 1 year Warranty",$550,Seiko,Presage,SARX047,Automatic,Steel,Crocodile skin,2019 (Approximation),New,Men's watch/Unisex,39.5 mm,
5753,"Patek Philippe Golden Ellipse
3849","$10,513",Patek Philippe,Golden Ellipse,3849,,,,1998,Good,Men's watch/Unisex,27 x 32 mm,
5289,"IWC Pilot Mark
Pilot's Watch Mark XVIII - IW327010 - LE PETIT PRINCE","$5,409",IWC,Pilot Mark,IW327010,,,,2023,New,Men's watch/Unisex,40 mm,
3190,"Panerai Luminor Marina Automatic
PAM 01272","$6,922",Panerai,Luminor Marina Automatic,PAM 01272,,,,2022,Very good,Men's watch/Unisex,40 mm,
7330,"Audemars Piguet Royal Oak Chronograph
オーデマ・ピゲ ロイヤルオーク オフショア ブティック限定モデル26238TI.OO.A056CA.01","$54,907",Audemars Piguet,Royal Oak Chronograph,26238TI.OO.A056CA.01,Automatic,Titanium,,Unknown,Good,Men's watch/Unisex,42 mm,
22706,"Omega Seamaster Diver 300 M
2551.80.00","$2,508",Omega,Seamaster Diver 300 M,2551.80.00,,,,2001,Good,Men's watch/Unisex,36 mm,
61162,,"$7,822",Rolex,Datejust 36,16234,,Steel,Steel,1990 (Approximation),,,36 mm,Very good
15698,"Seiko Credor
中古 セイコー SEIKO GCAT993/8J80-0AD0 クレドール ノード クォーツ メンズ 美品 箱・保証書付き P#124277","$1,151",Seiko,Credor,,Quartz,Steel,,Unknown,Very good,Men's watch/Unisex,39 mm,
10253,"IWC GST
Perpetual Calendar","$8,999",IWC,GST,IW375619,,,,Unknown,Good,Men's watch/Unisex,,
14856,"Breitling Superocean Heritage II 42
AB2010121B1A1","$4,357",Breitling,Superocean Heritage II 42,AB2010121B1A1,Automatic,Steel,Steel,Unknown,Unworn,Men's watch/Unisex,42 mm,
53729,,"$15,230",Rolex,Datejust II,116333,,Gold/Steel,Gold/Steel,2014,,,41 mm,Very good
21689,"Omega Genève
166.0169",$912,Omega,Genève,166.0169,,,,1970 (Approximation),Very good,Men's watch/Unisex,36 x 44 mm,
28268,"Omega
中古 OMEGA オメガ コンステレーション 7190 K18WG 12角 パイパン ダイアル CAL.564 自動巻き メンズ Z111126","$13,518",Omega,,,,,,Unknown,Fair,Men's watch/Unisex,34.5 mm,
17102,"Omega Seamaster
Professional 300m Quartz",$628,Omega,Seamaster,2582.80,,,,Unknown,Good,Women's watch,28 mm,
27548,,"$10,524",Rolex,Milgauss,116400,,,,Unknown,,,40 mm,Good
23094,"Omega Seamaster
2534.50","$3,306",Omega,Seamaster,2534.50,,,,Unknown,Very good,Men's watch/Unisex,41 mm,
3037,"Cartier Panthère
Vendome rare Mother of pearl dial with diamond set","$10,037",Cartier,Panthère,8669,Quartz,Yellow gold,Yellow gold,Unknown,Very good,Women's watch,23.5 mm,
27083,,"$7,324",Rolex,Datejust 36,16234,,,,1994,,,36 mm,Very good
50924,,"$3,500",Rolex,Oyster,6427,,Steel,,1970,,,34 mm,
23276,,"$14,107",Rolex,GMT-Master,16753,,,,1982,,,40 mm,Very good
7736,"Hublot Classic Fusion
42mm Black Dial","$7,303",Hublot,Classic Fusion,542.NX.1171.RX,,,,Unknown,New,Men's watch/Unisex,42 mm,
10313,"Breitling Navitimer
R23322","$13,234",Breitling,Navitimer,R23322,,,,2016 (Approximation),Very good,Men's watch/Unisex,41.88 mm,
27436,,"$15,969",Rolex,Datejust 36,126200,,,,2022,,,36 mm,Unworn
1639,"Hublot Big Bang 41 mm
Original Gold White 41mm","$26,914",Hublot,Big Bang 41 mm,341.PE.230.RW,Automatic,Rose gold,Rubber,2023,Unworn,Men's watch/Unisex,41 mm,
12976,,"$3,444",Rolex,Oyster Perpetual 26,176200,,,,Unknown,,,26 mm,Good
3666,"Patek Philippe World Time Chronograph
Flyback Chronograph","$144,794",Patek Philippe,World Time Chronograph,5930P-001,,,,2022,Unworn,Men's watch/Unisex,39.5 mm,
12423,,"$16,553",Rolex,Datejust 41,126334,,White gold,Steel,2022,,,41 mm,New
9463,"Seiko Prospex
SRPD11K1",Price on request,Seiko,Prospex,SRPD11K1,,,,2023,Unworn,Men's watch/Unisex,45 mm,
5182,"Breitling Superocean 44
Automatic 44 Stainless Steel","$4,394",Breitling,Superocean 44,A17376211L2S1,,,,Unknown,New,Men's watch/Unisex,44 mm,
1531,"TAG Heuer Autavia
WBE5116.EB0173 - Autavia Calibre 5 Chronometer Automatic Blue Dial Men's Watch","$3,304",TAG Heuer,Autavia,WBE5116.EB0173,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,42 mm,
38665,,"$13,350",Rolex,Datejust 41,126300,,,,Unknown,,,41 mm,Unworn
4026,"TAG Heuer Carrera Lady
Calibre 5 Automatik 36mm","$4,739",TAG Heuer,Carrera Lady,WBK2316.FC8258,Automatic,Steel,Leather,2023,New,Women's watch,36 mm,
24812,"Omega Seamaster
Ref.166.067 シーマスター Cal.565 デイト 自動巻き メンズ 755029 中古",$603,Omega,Seamaster,166.067,Automatic,Steel,Leather,Unknown,Fair,Men's watch/Unisex,35 mm,
28410,,"$19,653",Rolex,Datejust 31,278271,,Gold/Steel,Gold/Steel,2021,,,31 x 37 mm,New
2869,"Breitling Navitimer 1 B01 Chronograph
43","$9,053",Breitling,Navitimer 1 B01 Chronograph,AB0138241C1A1,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,43 mm,
1125,"Patek Philippe Nautilus
5726A-001","$98,728",Patek Philippe,Nautilus,5726A-001,Automatic,Steel,Crocodile skin,2021,Very good,Men's watch/Unisex,40.5 mm,
7013,"Hublot Classic Fusion Blue
Titanium 42 Blue Bracelet 548.NX.7170.NX","$8,799",Hublot,Classic Fusion Blue,548.NX.7170.NX,,,,2021,Unworn,Men's watch/Unisex,42 mm,
658,"IWC Pilot Chronograph Top Gun
Pilot’s watch chronograph Top Gun edition IW389101","$10,018",IWC,Pilot Chronograph Top Gun,IW389101,,,,2022,Very good,,44.5 mm,
24935,,"$45,526",Rolex,Daytona,116519METEO,,,,Unknown,,,40 mm,Very good
31907,"Omega Seamaster 300
ref. 2913/7 Big Lollipop Extract of The Archives","$15,676",Omega,Seamaster 300,2913,Automatic,Steel,,Unknown,Very good,Men's watch/Unisex,38.5 mm,
10747,"Omega Speedmaster '57
331.10.42.51.03.001 - Speedmaster '57 Co-Axial Chronograph 41.5 mm Automatic Stainless Ste","$7,885",Omega,Speedmaster '57,331.10.42.51.03.001,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,41.5 mm,
24573,"Omega De Ville
7420.11 デビル YGベゼル クォーツ メンズ 良品 保証書付き_759314 中古",$376,Omega,De Ville,,Quartz,,,Unknown,Good,Men's watch/Unisex,34 mm,
29867,"Omega Seamaster
Chronograph yellow gold 1975 + papers NEW OMEGA SERVICE","$11,116",Omega,Seamaster,145.016,Manual winding,Yellow gold,Leather,1975,Very good,Men's watch/Unisex,38 mm,
6627,"TAG Heuer Formula 1 Quartz
フォーミュラ1 クロノグラフ ガルフ スペシャルエディション / FORMULA 1 CHRONOGRAPH GULF SPECIAL EDITION","$1,849",TAG Heuer,Formula 1 Quartz,CAZ101AT.BA0842,Quartz,Steel,,Unknown,New,,43 mm,
18680,,"$9,592",Rolex,Datejust 36,126200,,,,2022,,,6 mm,Unworn
